song_name,artist_name,artist_id,release_date,album_name,lyrics,Category,Category Score
Magneto and Titanium Man,Wings,348424,"{'year': 1975, 'month': 5, 'day': 27}",Venus and Mars," Well I was talking last night Magneto and Titanium Man We were talking about you, babe They said  You was involved in a robbery That was due to happen at a quarter to three In the main street  I didn't believe them (I didn't believe them) Magneto and Titanium Man But when the Crimson Dynamo Finally assured me, well, I knew  You was involved in a robbery That was due to happen at a quarter to three In the main street  So we went out Magneto and Titanium Man And the Crimson Dynamo Came along for the ride
 We went to town with the library And we swung all over that long tall bank In the main street  Well there she were and to my despair She's a five-star criminal breaking the code Magneto said, ""Now the time has come To gather our forces and run!"" , no, this can't be so And then it occurred to me, you couldn't be bad Magneto was mad, Titanium too! And the Crimson Dynamo just couldn't cut it no more You were the law  We went to town with the library And we swung all over that long tall bank In the main street You know the one I mean?  Well there she were and to my despair She's a five-star criminal breaking the code Magneto said, ""Now the time has come To gather our forces and run!"" , no, this can't be so And then it occurred to me, you couldn't be bad Magneto was mad, Titanium too! And the Crimson Dynamo, well, he just couldn't cut it no more You were the law",negative,-0.6010683307734629
Mama’s Little Girl,Wings,348424,"{'year': 1990, 'month': 2, 'day': 5}",Red Rose Speedway (Archive Collection)," Looking like a rag doll, mama's little girl Singing like a skylark, mama's little girl You better give me some time for this heart of mine 'Cause I just can't take it all in Still, I will remember mama's little girl  , mama's little girl, little girl Mama's little girl  Looking like a rosebud, mama's little girl Pickin' up a mountain, mama's little girl Better give me some time for this heart of mine 'Cause I just can't take it all in Still, we will remember mama's little girl  , mama's little girl, little girl Mama's little girl  Looking like a rag doll Singing like a skylark Growing like a rosebud Pickin' up a mountain Mama's little girl Mama's little girl
 Better give me some time for this heart of mine 'Cause I just can't take it all in Still, I will remember mama's little girl Still, we will remember mama's little girl Still, we will remember mama's little girl  Ohh, mama's little girl, little girl Mama's little girl, little girl Mama's little girl",neutral,-0.20900663174688816
Mamunia,Wings,348424,"{'year': 1973, 'month': 12, 'day': 5}",Band on the Run," Mamunia, mamunia, mamunia    Mamunia, mamunia     Mamunia, mamunia, mamunia    Mamunia, mamunia      The rain comes falling from the sky To fill the stream that fills the sea And that's where life began for you and me So the next time you see rain it ain't bad Don't complain, it rains for you The next time you see L.A. rain clouds Don't complain, it rains for you and me  Mamunia, mamunia, mamunia    Mamunia, mamunia     Mamunia, mamunia, mamunia    Mamunia, mamunia    
 It might have been a bright blue day But rain clouds had to come this way They're watering everything that they can see A seed is waiting in the earth For rain to come and give him birth It's all he really needs to set him free So the next time you see L.A. rain clouds Don't complain, it rains for you  So lay down your umbrellas Strip off your plastic macs You've never felt the rain my friend Till you've felt it running down your back  So the next time you see rain, it ain't bad Don't complain, it rains for you The next time you see L.A. rain clouds Don't complain, it rains for you and me  Mamunia, mamunia, mamunia    Mamunia, mamunia     Mamunia, mamunia, mamunia    Mamunia, mamunia     Mamunia, mamunia, mamunia    Mamunia, mamunia     Mamunia, mamunia, mamunia    Mamunia, mamunia    ",neutral,0.22507614021499953
Mary Had a Little Lamb,Wings,348424,"{'year': 1972, 'month': 5, 'day': 12}",Red Rose Speedway (Archive Collection)," Mary had a little lamb Its fleece was white as snow And everywhere that Mary went That lamb was sure to go  And you could hear them singing: ,  ,  , , , , ,  ,  ,  , , , , ,   It followed her to school one day It was against the rules Made the children laugh and play to See a lamb at school  And you could hear them singing: ,  (, , , , ) ,  (, , , , ) , , , , ,  Everybody sing it: ,  (, , , , ) ,  (, , , , ) , , , , , 
 Soon the teacher turned it out But still it lingered near Waited patiently about till Mary did appear  And you could hear them singing: ,  (, , , , ) ,  (, , , , ) , , , , ,  Everybody sing it: ,  (, , , , ) ,  (, , , , ) , , , , ,   ""But the lamb loved Mary so"" The eager children cry ""And Mary loves the lamb, you know"" The teacher did reply  And you could hear them singing: ,  (, , , , ) ,  (, , , , ) , , , , ,  Everybody sing it: ,  (, , , , ) , ,  (, , , , ) , , , , 
 ,  ,  ,  Oo-oo-oo-",neutral,0.20505927130579948
Maybe I’m Amazed (Live),Wings,348424,"{'year': 1976, 'month': 5, 'day': 29}",Wings Over America," Maybe I'm amazed at the way you love me all the time Or maybe I'm afraid of the way I love you Baby, I'm amazed at the way you pulled me out of time You hung me on a line Maybe I'm amazed at the way I really need you  Baby, I'm a man, maybe I'm a lonely man Who's in the middle of something That he doesn't really understand Baby, I'm a man, maybe you're the only woman Who could ever help me Baby, won't you help me understand? - Baby, I'm a man and maybe I'm a lonely man Who's in the middle of something That he doesn't really understand Baby, I'm a man, and you're the only woman Who could ever help me Baby, won't you help me to understand? -  Maybe I'm amazed at the way you're with me all the time Or maybe I'm afraid of the way I leave you Baby, I'm amazed at the way you help me sing my song You right me when I'm wrong Maybe I'm amazed at the way I really need you
 Yeah, yeah Yeah, yeah-yeah-yeah-yeah Yeah, yeah, yeah, yeah, yeah, yeah Woah, woah, woah, woah, woah, woah Would you help me understand? -  Baby, I'm a man, maybe I'm a lonely man Who's in the middle of something That he doesn't really understand Baby, I'm a man, you're the only woman Who could ever help me Won't you help me understand? -  , baby, I'm a man Babe, I'm a man Yeah, babe, I'm a man Yeah, yeah, yeah Yeah, babe, I'm a man Hey, with you",negative,-0.3603742904961109
Medicine Jar,Wings,348424,"{'year': 1975, 'month': 5, 'day': 27}",Venus and Mars," What's wrong with you? I wish I knew You say time will tell, I hope that's true There's more to life than blues and reds I say I know how you feel now, your friends are dead  Dead on your feet, you won't get far If you keep on sticking your hand in the medicine jar  Now don't give up, whatever you do You say time will tell, I hope that's true If you go down and lose your head I say I know how you feel now, your friends are dead  Dead on your feet, you won't get far If you keep on sticking your hand in the medicine jar I said dead on your feet, you won't get far If you keep on sticking your hand in the medicine jar Take it!  What can I do? I can't let go You say time will heal, but very slow So don't forget the things you said I say I know how you feel now, your friends are dead
 Dead on your feet, you won't get far If you keep on sticking your hand in the medicine jar Dead on your feet, you won't get far If you keep on sticking your hand in the medicine jar  (Medicine jar) The medicine jar (Medicine jar) Medicine jar (Medicine jar) Medicine jar (Medicine jar) (Medicine jar) (Medicine jar) (Medicine jar) (Medicine jar) (Medicine jar) (Medicine jar) (Medicine jar)",negative,-0.4871908674637477
Medley: Hold Me Tight/Lazy Dynamite/Hands of Love/Power Cut,Wings,348424,"{'year': 1973, 'month': 4, 'day': 30}",Red Rose Speedway,"  I've waited all my life for you Hold me tight Take care of me and I'll be right  Hold me tight, hold me tight Hold me tight, hugga me right Hold me tight, squeeza me tight Hold me tight, hugga me right Hold me tight, hold me tight Hold me tight  You won't be going out tonight Candlelight Make love to me and make it right  Hold me tight, hold me tight Hold me tight, hugga me right Hold me tight, hold me tight Hug me right, hold me tight Hold me tight, hold me tight
 Well hold me tight, hold me tight Hold me tight, hugga me right Hold me tight, squeeza me tight Hold me tight, hugga me right Hold me tight, hold me tight   , lazy dynamite , lazy dynamite , lazy dynamite , lazy dynamite  Won't you come out tonight, when the time is right? , will you fight that feeling in your heart? Don't you know that inside, there's a love you can't hide? So, why do you fight that feeling in your heart?  , lazy dynamite , lazy dynamite , lazy dynamite , lazy dynamite
 , why do you fight that feeling in your heart? Don't you know that inside, there's a love you can't hide? So, why do you fight that feeling in your heart?  , lazy dynamite , lazy dynamite , lazy dynamite , lazy dynamite  Doo doo, doo, doo doo doo doo Doo doo doo doo doo doo, doo doo   I can't get over myself fallin' into the hands of love Just can't imagine myself fallin' head over heels in love But, when I saw you last night, I knew for the first time That you were the one I'd been dreamin' of I can't get over myself fallin' into the hands of love Fallin' into the hands of love  But, when I saw you last night, I knew for the first time That you were the one I've been dreamin' of I can't get over myself fallin' into the hands of love Fallin' into the hands of love Love, sweet love
 But, when I saw you last night, I knew for the first time That you were the one I'd been dreamin' of I can't get over myself fallin' into the hands of love Fallin' into the hands of love Love, sweet love   There may be a power cut And the candles burn down low But, something inside of me Says the bad news isn't so  I may never tell you But, baby, you should know There may be a miracle (Miracle, miracle, miracle) And, baby, I love you so Be, I love you so Be, I love you so Be, I love you so Baby, I love you so Be, I love you so Be, I love you so Be, I love you so  I may never tell you But, baby, you should know There may be a miracle (Miracle, miracle, miracle) And, baby, I love you so Be, I love you so Be, I love you so Be, I love you so Baby, I love you so Be, I love you so Be, I love you so Be, I love you so Baby, I love you so Be, I love you so Be, I love you so Be, I love you so Baby, I love you so Be, I love you so Be, I love you so Be, I love you so  Baby, I love you so Be, I love you so Be, I love you so Be, I love you so Baby, I love you so Be, I love you so Be, I love you so Be, I love you so",neutral,0.04791434854269028
Message to Joe,Wings,348424,"{'year': 2014, 'month': 11, 'day': 4}",At the Speed of Sound (Archive Collection),Hello Joe I hope you're feeling better This is a little tape To give you an idea of how y'know my love goes It's very rough But you don't have to feel so down Thank you,negative,-0.33016929775476456
Morse Moose and the Grey Goose,Wings,348424,"{'year': 1978, 'month': 3, 'day': 31}",London Town ," Right on down at the bottom of the sea Tell me are you receiving me? My name is Morse Moose and I'm calling you Right on down at the bottom of the sea Tell me are you receiving me? My name is Morse Moose and I'm calling you  The Grey Goose was a steady boat People said she's never float One night when the moon was high The Grey Goose flew away  As we were sailing 'round the rocks The mate took out his compass box And said the wind is like a fox But the Grey Goose flew away  When out upon the open sea The admiral, the mate and me Prepared to face eternity But the Grey Goose flew away
  She flew into the stormy sea Davy Jones was calling me But heading for tranquility The Grey Goose flew away  Right on down to the bottom of the sea Tell me are you receiving me? My name is Morse Moose and I'm calling you Right on down at the bottom of the sea Tell me are you receiving me? My name is Morse Moose and I'm calling you Right on down to the bottom of the sea Tell me are you receiving me? My name is Morse Moose and I'm calling you (This is the Morse Moose calling) (This is the Morse Moose calling) (This is the Morse Moose calling) (This is the Morse Moose calling) Right on down to the bottom of the sea (This is the Morse Moose calling) Tell me are you receiving me? (This is the Morse Moose calling) My name is Morse Moose and I'm calling you (This is the Morse Moose calling) (This is the Morse Moose calling) (This is the Morse Moose calling) (This is the Morse Moose calling) Right on down to the bottom of the sea (This is the Morse Moose calling) Tell me are you receiving me? (This is the Morse Moose calling) My name is Morse Moose and I'm calling you (This is the Morse Moose calling) Right on down to the bottom of the sea (This is the Morse Moose calling) Tell me are you receiving me? (This is the Morse Moose calling) My name is Morse Moose and I'm calling you (This is the Morse Moose calling) Right on down to the bottom of the sea (This is the Morse Moose calling) Tell me are you receiving me? (This is the Morse Moose calling) My name is Morse Moose and I'm calling you (This is the Morse Moose calling) (This is the Morse Moose calling) (This is the Morse Moose calling) (This is the Morse Moose calling) (This is the Morse Moose calling) (This is the Morse Moose calling) (This is the Morse Moose calling) (This is the Morse Moose calling) (This is the Morse Moose calling)  right on down to the bottom of the sea (This is the Morse Moose calling) Tell me are you receiving me? (This is the Morse Moose calling) My name is Morse Moose and I'm calling you (This is the Morse Moose calling) Right on down to the bottom of the sea (This is the Morse Moose calling) Tell me are you receiving me? (This is the Morse Moose calling) My name is Morse Moose and I'm calling you",negative,-0.45921558638413745
Mrs. Vandebilt,Wings,348424,"{'year': 1973, 'month': 12, 'day': 5}",Band on the Run," Down in the jungle, living in a tent You don't use money, you don't pay rent You don't even know the time, but you don't mind  Ho, hey ho Ho, hey ho Ho, hey ho Ho, hey ho  When your light is on the blink, you never think of worrying What's the use of worrying? When your bus has left the stop, you'd better drop your hurrying What's the use of hurrying?  Leave me alone, Mrs. Vandebilt I've got plenty of time of my own  What's the use of worrying? What's the use of worrying? What's the use of anything?
 Ho, hey ho Ho, hey ho Ho, hey ho Ho, hey ho  What's the use of worrying? What's the use of worrying? What's the use of anything?  Ho, hey ho Ho, hey ho Ho, hey ho Ho, hey ho  When your pile is on the wane You don't complain of robbery (, no) Run away, don't bother me What's the use of worrying? (No use) What's the use of anything?  Leave me alone, Mrs. Washington I've done plenty of time on my own
What's the use of worrying? What's the use of hurrying? No use! What's the use of anything?  Ho, hey ho Ho, hey ho Ho, hey ho Ho, hey ho Ho, hey ho Ho, hey ho Ho, hey ho Ho, hey ho Ho, hey ho Ho, hey ho Ho, hey ho Ho, hey ho Ho, hey ho Ho, hey ho",negative,-0.3377100694924593
Mull of Kintyre,Wings,348424,"{'year': 1977, 'month': 11, 'day': 11}",London Town ," Mull of Kintyre , mist rolling in from the sea My desire is always to be here , Mull of Kintyre  Far have I travelled and much have I seen Dark distant mountains with valleys of green Past painted deserts the sunsets on fire As he carries me home to the Mull of Kintyre  Mull of Kintyre , mist rolling in from the sea My desire is always to be here , Mull of Kintyre  Sweep through the heather like deer in the glen Carry me back to the days I knew then Nights when we sang like a heavenly choir Of the life and the times of the Mull of Kintyre  Mull of Kintyre , mist rolling in from the sea My desire is always to be here , Mull of Kintyre
 Smiles in the sunshine and tears in the rain Still take me back where my memories remain Flickering embers grow higher and higher As they carry me back to the Mull of Kintyre  Mull of Kintyre , mist rolling in from the sea My desire is always to be here , Mull of Kintyre  Mull of Kintyre , mist rolling in from the sea My desire is always to be here , Mull of Kintyre",neutral,0.23381971009075642
Mumbo,Wings,348424,"{'year': 1971, 'month': 12, 'day': 7}",Wild Life," Take it, Tony!  Well, your love in my mind My woman, I’m breakin’ And, my minds’ gotta take No wrong doesn’t break ya  , when I'm feeling alright , when I'm feeling alright , when I'm feeling alright , when I lose it, alright Well, my mind is in love My Mumbo will break ya And our love hasn’t made The Mumbo will break ya , when I'm feeling alright , when I'm feeling alright I don’t see any number I don’t see an old lady , when I'm feeling alright , when I'm feeling alright I am keepin’ a layer Come, I made it alright. Eheh. Eheh
. Yeah. Yeah I don’t beat a drumplayer But I made alright I am keepin’ a layer Come, I made it alright. Eheh. Eheh Eheh. Eheh. Eheh. Eheh Oooh, come on see, I’m a player. Come on, feel it I play. We’re not feeling a play out. No one think of a way.  Well! Lady on my mind, I think I should make love. Well, my mind hasn’t made all up, can’t go to maintenance , you don’t seem to me, you don’t seem to me, get any maintenance Well, on my mind, my Mumbo will make you. Well, down in my mind, my Mumbo will break you , come on, keep it on playin’. You just keep it on playin’. You just keep it on, playin’. . You just beat them all. Aaah Aaah, your love is a waste. Come honey let’s make love. Well, my has been made up, .... Aaah. Aaah. .  Well! I found my love, I make it. Well...",negative,-0.4593868205944697
Must Do Something About It,Wings,348424,"{'year': 1976, 'month': None, 'day': None}",Wings at the Speed of Sound," I've just seen another sunset on my own All-day long I've been alone  And I must do something about it Yes, I must do something about it  Played another losing card game with myself Lonely joker on a shelf  And I must do something about it Yes, I must do something about it  No one on the party line No one seems to need a dime No one even knows that I'm feeling this way No one seems to need my vote No one has to change a note No one here to hold my coat , what a day, 
 I've just watched another movie on t.v No one's in the house but me  And I must do something about it Yes I must do something about it , , something about it  I've just dialed another number on my phone All-day long I've been alone  And I must do something about it Yes, I must do something about it  I've just seen another sunset on my own All-day long I've been alone  And I must do something about it Yes I must do something about it Must do something about it Yes, I must do something about it",negative,-0.5098904692567885
My Carnival,Wings,348424,"{'year': 1985, 'month': 11, 'day': 18}",Venus and Mars (Archive Collection)," It's my carnival, it's a lovely day Well its my carnival, it's a lovely day Well all you people, getting ready to play I want to hear you say, come on down This is my carnival, it's a lovely day",positive,0.6500917342491448
My Love,Wings,348424,"{'year': 1973, 'month': 3, 'day': 23}",Red Rose Speedway," And when I go away I know my heart can stay with my love It's understood It's in the hands of my love And my love does it good  Whoa, whoa-whoa, whoa Whoa, whoa-whoa, whoa My love does it good  And when the cupboard's bare I'll still find something there with my love It's understood It's everywhere with my love And my love does it good  Whoa, whoa-whoa, whoa Whoa, whoa-whoa, whoa My love does it good   , I love,  , my love Only my love holds the other key to me  , my love,  , my love Only my love does it good to me
  Whoa, whoa-whoa, whoa Whoa, whoa-whoa, whoa My love does it good  Don't ever ask me why I never say goodbye to my love It's understood It's everywhere with my love And my love does it good, whoa!  Whoa, whoa-whoa, whoa Whoa, whoa-whoa, whoa My love does it good  -, I love, -, my love Only my love does it good to me Whoa, whoa, whoa, whoa Whoa-, whoa-, whoa",positive,0.47912067314609885
Name and Address,Wings,348424,"{'year': 1978, 'month': 3, 'day': 31}",London Town ," , our love affair was over on the second day You packed a bag, and like a birdie flew away  A-meanwhile, I'm sitting here, I'm getting in a mess If you want my love, leave your name and address  , well, I used to love you baby, when I was your man But maybe loving you is something no one man can do  Meanwhile I'm sitting here, I'm getting in a mess If you want my love, leave your name and address  Love to feel the tingle of your heavenly caresses Love to intermingle, a lonely single without addresses If you want my love, leave your name and address   if it's all over baby, you know I'll understand Maybe I'll hate to think of you with another man  Meanwhile I'm sitting here, I'm getting in a mess If you want my love, leave your name and address
 My love!   but if it's all over baby, you know I'll understand Maybe I'll hate to think of you with another man  Meanwhile I'm sitting here, I'm getting in a mess If you want my love, leave your name and address  My love!   but if it's all over baby, you know I'll understand",negative,-0.4553383029997349
Night Out,Wings,348424,"{'year': 2018, 'month': 12, 'day': 7}",Red Rose Speedway (Archive Collection),"Night out, night out (yeah, yeah, yeah, yeah) Night out, night out Night out, night out (yeah, yeah, yeah, yeah) Night out, night out (yeah, yeah, yeah, yeah) Night out, night out Night out, night out (yeah, yeah, yeah, yeah) Night out, night out () Night out, night out (yeah, yeah, yeah, yeah) Yeah,  Yeah,  Ahh,  Night out, night out (yeah, yeah, yeah, yeah) Night out, night out (yeah, yeah, yeah, yeah) Night out, night out (yeah, yeah, yeah, yeah) Night out, night out (yeah, yeah, yeah, yeah) Night out, night out (yeah, yeah) Night out, night out (night out, baby) Night out, night out (get the lights out, baby) Night out, night out (night out now)",neutral,0.2296395432204008
Nineteen Hundred and Eighty-Five,Wings,348424,"{'year': 1973, 'month': 12, 'day': 5}",Band on the Run," , no one ever left alive in nineteen hundred and eighty-five Will ever do She may be right, she may be fine She may get love, but she won't get mine 'Cause I got you  , I , I Well, I just can't get enough of that sweet stuff My little lady gets behind  Shake it Baby, don't break it               , my mama said the time would come When I would find myself in love with you I didn't think, I never dreamed That I would be around to see it all come true
 , I , I Well, I just can't get enough of that sweet stuff My little lady gets behind               , no one ever left alive in nineteen hundred and eighty-five Will ever do Well, she may be right, she may be fine She may get love, but she won't get mine Because I got you  , I , I Well, I just can't get enough of that sweet stuff My little lady left behind  Band on the run, band on the run Band on the run, band on the run",negative,-0.6172962461132556
Nineteen Hundred and Eighty Five (Underdubbed Mix),Wings,348424,"{'year': 2024, 'month': 2, 'day': 2}",Band on the Run (Underdubbed Mixes),,neutral,0.0
No Words,Wings,348424,"{'year': 1973, 'month': 12, 'day': 5}",Band on the Run," You want to give your love away, and end up giving nothing I'm not surprised that your black eyes are gazing You say that love is everything, and what we need the most of I wish you knew, that's just how true my love was  No words for my love  Your burning love, sweet burning love It's deep inside You must not hide your burning love Sweet burning love, your burning love  You want to turn your head away, and someone's thinking of you I wish you'd see it's only me--I love you  No words for my love",negative,-0.3884713239967823
"Old Siam, Sir",Wings,348424,"{'year': 1979, 'month': 6, 'day': 1}",Back to the Egg," In a village in old Siam, sir Lived a lady who lost her way In an effort to find a man, sir She found herself in the old U.K  She waited 'round in Walthamstow She scouted 'round in Scarborough She waited 'round in Walthamstow She skated 'round in Scarborough  In a village in old East Ham, sir She met a fellow who made her reel Took her rushes to show his mam, sir Met his dad at the wedding meal   In a letter from old Siam, sir Came a terrible tale of woe She decided the only answer Was to get up a pile of dough
 She waited 'round in Walthamstow She scouted 'round in Scarborough She waited 'round in Walthamstow She scouted 'round in Scarborough  When a relative told her man, sir He directed her not to stay In a village in old Siam, sir Lives a lady who lost her way  A lady who lost her way  In a village in old Siam, sir Lived a lady who lost her way In an effort to find a man, sir She found herself in the old U.K  She waited 'round in Walthamstow She scouted 'round in Scarborough She waited 'round in Walthamstow She scouted 'round in Scarborough
 In a village in old Siam, sir Lived a lady who lost her way In an effort to find a man, sir She found herself in the old U.K Walthamstow Scarborough",negative,-0.31559037370607257
One More Kiss,Wings,348424,"{'year': 1973, 'month': 4, 'day': 30}",Red Rose Speedway," One, two, three, four...  Only one more kiss I didn't mean to hurt you, little girl Let's make it one to remember Only one more kiss  I said a foolish thing last night I didn't think you'd take it bad But now I'm on my way again And just before I go—  Only one more kiss I never mean to hurt you, little girl Let's make it one to remember Only one more kiss   Only one more kiss I didn't mean to hurt you, little girl Let's make it one to remember Only one more kiss
 Somebody's built a home for us Someday we'll see it standing there But like the wind that has to blow I must be on my way  Only one more kiss I never mean to hurt you little girl Let's make it one to remember Only one more kiss  Well, only one more kiss Hey, hey, hey",neutral,0.16380802728235722
Outtake I,Wings,348424,,Wild Life (Archive Collection),,neutral,0.0
Outtake II,Wings,348424,,Wild Life (Archive Collection),,neutral,0.0
Picasso’s Last Words (Drink to Me),Wings,348424,"{'year': 1973, 'month': 12, 'day': 5}",Band on the Run," The grand old painter died last night His paintings on the wall Before he went, he bade us well And said goodnight to us all  ""Drink to me, drink to my health You know I can't drink any more"" ""Drink to me, drink to my health You know I can't drink any more""  3 o'clock in the morning, I'm getting ready for bed It came without a warning But I'll be waiting for you baby I'll be waiting for you there  So drink to me, drink to my health You know I can't drink any more Drink to me, drink to my health You know I can't drink any more 
 Jet! Jet! Jet! Jet!  Drink to me, drink to my health You know I can't drink any more Drink to me, drink to my health You know I can't drink any more I'll be waiting for you baby  Drink to me, drink to my health You know I can't drink any more (drink, drink) Drink to me, drink to my health You know I can't drink any more   Drink to me, drink to my health You know I Hey ho Ho, hey ho Ho, hey ho Ho, hey ho Ho, hey ho Ho, hey ho Ho, hey ho Ho, hey ho Ho, hey ho Ho, hey ho",neutral,-0.24070331826806068
Pipes Of Peace,Wings,348424,,,I Light A Candle To Our Love In Love Our Problems Disapper But All In All We Soon Discover That One And One Is All We Long To Hear,neutral,-0.029074855148792267
Reception,Wings,348424,"{'year': 1979, 'month': 6, 'day': 8}",Back to the Egg,"Interviewer: What did you do when you were mason deputy sheriff? Man: Well, we were after, um, a man who was, um, apparently have been doing something pretty desperate. We were anxious to, to get on his track, and there were six of us all together when we started off. Uh, we were 2 days on his trail, then we lost him...",negative,-0.4015213120728731
Richard Cory (Live),Wings,348424,"{'year': 1976, 'month': 6, 'day': 23}",Wings Over America," They say that Richard Cory owns one half of this whole town With political connections to spread his wealth around He was born into society, a banker's only child He had everything a man could want: money, grace, and style  The papers print his picture almost every place he goes Richard Cory at the opera, Richard Cory at a show And the rumor of his parties and the orgies on his yacht! He really must be happy with everything he's got  But I work in his factory And I curse the life I'm living And I curse my poverty And I wish that I could be , I wish that I could be , I wish that I could be John Denver  He really gave to the charities, he had the common touch And they were thankful for his patronage and thank you very much So my mind was filled with wonder when the evening headlines read Richard Cory went home last night and put a bullet through his head
 But I work in his factory And I curse the life I'm living And I curse my poverty I wish that I could be I wish that I could be , I wish that I could be Richard Cory",negative,-0.4279308297360937
Rockestra Theme,Wings,348424,"{'year': 1979, 'month': 6, 'day': 8}",Back to the Egg," Yeah yeah yeah yeah Yeah yeah  Ohhh Yeah!  yeah yeah! Yeah Yeah   yeah Yeah yeah  yeah  Why haven’t I had any dinner? No no no Yeah  Yeah yeah yeah Yeah!  yeah yeah yeah Yeah
 Ohh yeah Yeah yeah  yeah  Why haven’t I had any dinner? No no no  yeah   yeah yeah! Oww Yeah yeah yeah  Yeah, yeah, yeah Whoa whoa whoa no no no no no no no Yeah-yeah Yeah-yeah!",negative,-0.4730691872537136
Rock Show,Wings,348424,"{'year': 1975, 'month': 5, 'day': 27}",Venus and Mars," What's that man holding in his hand? He looks a lot like a guy I knew way back when It's Silly Willy with that Philly band Could be, oo-ee  Tell me, what's that man movin' cross the stage? It looks a lot like the one used by Jimmy Page It's like a relic from a different age Could be, oo-ee  If there's a rock show at the Concertgebouw They've got long hair at the Madison Square You've got rock and roll at the Hollywood Bowl We'll be there,  yeah  The lights go down, they're back in town, O.K. Behind the stacks, you glimpse an axe The tension mounts, you score an ounce, olé! The temperatures rise as you see the whites of their eyes  If there's a rock show at the Concertgebouw You've got long hair at the Madison Square They've got rock and roll at the Hollywood Bowl We'll be there,  yeah
 In my green metal suit, I'm preparing to shoot up the city And the ring at the end of my nose makes me look rather pretty It's a pity there's nobody here to witness the end Save for my dear old friend and confidante, mademoiselle Kitty Kitty, kitty, kitty!  What's that man moving to and fro? That decibel meter doesn't seem to be reading low But they was louder at the Rainbow Could be, -ee  If there's a rock show at the Concertgebouw They've got long hair at the Madison Square You've got rock and roll at the Hollywood Bowl We'll be there,  yeah  If there's a rock show at the Concertgebouw They've got long hair at the Madison Square You've got rock and roll at the Hollywood Bowl Rock show Long hair Rock and roll",negative,-0.39194234227761626
Sally G,Wings,348424,"{'year': 1974, 'month': 10, 'day': 25}",Venus and Mars (Archive Collection)," Somewhere to the south of New York City Lies the friendly state of Tennessee Down in Nashville town I met a pretty Who made a pretty big fool out of me  And they call her Sally, Sally G Why d'you wanna do the things you do to me? You're my Sally, Sally G Took the part that was the heart of me, Sally G  The night life took me down to Printers Alley Where Sally sang a song behind a bar I ran my eyes across her as she sang a tangled mime I used to love to hear her sweet guitar  And they call her Sally, Sally G Why d'you wanna do the things you do to me? You're my Sally, Sally G Took the part that was the heart of me, Sally G  Me and Sally took up Things began to look up Me and her were going strong Then she started lying I could see our love was dying I heard a voice say ""Move along, move along""
 Well, now. I'm on my own again I wonder if she ever really understood I never thought to ask her what the letter ""G"" stood for But I know for sure it wasn't good  And they call her Sally, Sally G Why d'you wanna do the things you do to me? You're my Sally, Sally G Took the part that was the heart of me, Sally G Take it, chaps  Sally G Yeah, Sally G",negative,-0.6120868567377329
Same Time Next Year,Wings,348424,"{'year': 1990, 'month': 2, 'day': 5}",Put It There (EP)," Must we wait another year For the celebration, dear? If we do, we'll hold it here Same time next year  I'll be here, the same as ever Maybe wearing something else , but nothin' changes , but nothin' changes  Still to me you look the same As when I forgot your name Lovers in a lovers' game Same time next year  I'll be here, the same as ever No, I never go away , but nothin' changes (, but nothin' changes) , but nothin' changes 
 Same time next year  Must we wait another year For the celebration, dear? If we do, we'll hold it here Same time next year  Same time next year Same time next year Same time next year Same time next year  Same time next year",neutral,0.24753961898386478
San Ferry Anne,Wings,348424,"{'year': 1976, 'month': 3, 'day': 25}",Wings at the Speed of Sound," You've got a lot And from what you've got I'd say you're doing well, dear Dressed like a dream And if things are what they seem You're looking swell, dear  Your little man Brings you trinkets when he can But he can't stay, dear That's very well But inside your shiny shell You dance all day, dear  So go, be gay (So go, be gay) Let your feelings leap away Into the laughter San ferry Anne (San ferry Anne) And the world keeps turning happy ever after",positive,0.6315604848787189
Seaside Woman (Live),Wings,348424,"{'year': 1972, 'month': 8, 'day': 19}",Wings Over Europe," ! Papa catch the fish from the bottom of the sea Mama fixes net, she keeps an eye on me Dainty little Mama, smile all day Cook your sweet potato, at night she lay, lay  , Seaside Woman , Seaside Woman  Ride grey mule to market place each day Sells her beads and baskets for seashell pay Dainty little Mama, smile all day Papa loves you Mama, and he say, say  , Seaside Woman (Yeah, yeah, yeah, yeah) , Seaside Woman (All right, snap it on Denny) , Seaside Woman , Seaside Woman (Yeah Turn around I don't wanna walk, I don't wanna talk I just wanna be with you)
 ! Papa catch the fish from the bottom of the sea Mama fixes net, she keeps an eye on me Dainty little Mama, smile all day Papa love you Mama, at night he lay, lay  , Seaside Woman , Seaside Woman (oo yeah, hey!) , Seaside Woman Seaside Woman Seaside Woman Seaside Woman (Yeah) Seaside Woman Seaside Woman",neutral,0.18676496855914593
She Got It Good (Home Recording),Wings,348424,"{'year': 2018, 'month': 12, 'day': 7}",Wild Life (Archive Collection)," Well, well-well, well-well-well What a smile she got Well What a smile my baby got  She got it good, she got it good She got it good, she got it good  Well What a smile (my baby) she got",positive,0.6660555442795157
