song_name,artist_name,artist_id,release_date,album_name,Lyrics
Nicely Nicely Clive,John Lennon,16450,"{'year': 1964, 'month': None, 'day': None}",In His Own Write,"To Clive Barrow it was just an ordinary day nothing unusual or strange about it, everything quite navel, nothing outstanley just another day but to Roger it was something special, a day amongst days... a red lettuce day... because Roger was getting married and as he dressed that morning he thought about the gay batchelor soups he'd had with all his pals. And Clive said nothing. To Roger everything was different, wasn't this the day his Mother had told him about, in his best suit and all that, grimming and shakeing hands, people tying boots and ricebudda on his car. To have and to harm... till death duty part... he knеw it all off by hertz. Clive Barrow seemed oblivious. Rogеr could vizualize Anne in her flowing weddy drag, being wheeled up the aisle, smiling a blessing. He had butterfield in his stomarce as he fastened his bough tie and brushed his hairs. 'I hope I'm doing the right thing' he thought looking in the mirror, 'Am I good enough for her?' Roger need not have worried because he was 'Should I have flowers all round the spokes?' said Anne polishing her foot rest. 'Or should I keep it syble?' she continued looking down on her grain haired Mother. 'Does it really matter?' repaid her Mother wearily wiping her sign. 'He won't be looking at your spokes anyway.' Anne smiled the smile of someone who's seen a few laughs. Then luckily Anne's father came home from sea and cancelled the husband."
Nobody Loves You (When You’re Down and Out),John Lennon,16450,"{'year': 1974, 'month': 9, 'day': 26}",Walls and Bridges," Nobody loves you when you're down and out Nobody sees you when you're on cloud nine Everybody's hustling for a buck and a dime I'll scratch your back and you scratch mine  I've been across to the other side I've shown you everything, I got nothing to hide And still you ask me, ""Do I love you?"" What it is, what it is All I can tell you is, it's all show biz All I can tell you is, it's all show biz  Nobody loves you when you're down and out Nobody knows you when you're on cloud nine Everybody's hustling for a buck and a dime I'll scratch your back and you knife mine  I've been across the water now so many times I've seen the one eyed witch doctor leading the blind And still you ask me, ""Do I love you?"" What you say, what you say Every time I put my finger on it, it slips away Every time I put my finger on it, it slips away
  Well I get up in the morning and I'm looking in the mirror to see Ooo wee! Then I'm lying in the darkness and I know I can't get to sleep Ooo wee!  Nobody loves you when you're old and grey Nobody needs you when you're upside down Everybody's hollering about their own birthday Everybody loves you when you're six foot in the ground"
Nobody Told Me,John Lennon,16450,"{'year': 1984, 'month': 1, 'day': 9}", Lennon Legend (The Very Best Of John Lennon)," ...Three, four!  Well, everybody's talking, and no one says a word Everybody's making love, and no one really cares There's Nazis in the bathroom just below the stairs Always something happening and nothing going on There's always something cooking and nothing in the pot They're starving back in China, so finish what you've got  Nobody told me there'd be days like these Nobody told me there'd be days like these Nobody told me there'd be days like these Strange days indeed Strange days indeed  Everybody's running, and no one makes a move Well, everybody's a winner and nothing left to lose There's a little yellow idol to the north of Kathmandu Everybody's flying, and no one leaves the ground Well, everybody's crying, and no one makes a sound There's a place for us in movies, you just gotta lay around
 Nobody told me there'd be days like these Nobody told me there'd be days like these Nobody told me there'd be days like these Strange days indeed Most peculiar mama  Everybody's smoking, and no one's getting high Everybody's flying and never touch the sky There's UFOs over New York, and I ain't too surprised  Nobody told me there'd be days like these Nobody told me there'd be days like these Nobody told me there'd be days like these Strange days indeed Most peculiar mama, roll!"
No Flies On Frank,John Lennon,16450,"{'year': 1964, 'month': None, 'day': None}",In His Own Write,"There were no flies on Frank that morning —after all why not? He was a responsable citizen with a wife and child, wasn’t he? It was a typical Frank morning and with an agility that defies description he leapt into the barthroom onto the scales. To his great harold he discovered he was twelve inches more tall heavy! He couldn’t believe it and his blood raised to his head causing a mighty red colouring. “I carn’t not believe this incredible fact of truth about my vеry body which has not gained fat since mother bеgat me at childburn. Yea, though I wart through the valet of thy shadowy hut I will feed no norman. What grate qualmsy hath taken me thus into such a fatty hardbuckle”. Again Frank looked down at the awful vision which clouded his eyes with fearful weight. “Twelve inches more heavy, Lo!, but am I not more fatty than my brother Geoffery whose father Alec came from Kenneth — through Leslies, who begat Arthur, son of Eric, by the house of Ronald and April —keepers of James of Newcastle who ran Madeline at 2-1 by Silver Flower, (10-2) past Wot-ro-Wot at 4/3d a pound?”. He journeyed downstairs crestfalled and defective —a great wait on his boulders — not even his wife’s battered face could raise a smile on poor Frank’s head —who as you know had no flies on him. His wife, a former beauty queer, regarded him with a strange but burly look. “What ails thee, Frank?”, she asked stretching her prune. “You look dejected if not informal”, she addled. “Tis nothing but wart I have gained but twelve inches more tall heavy than at the very clock of yesterday at this time —am I not the most miserable of men? Suffer ye not to spake to me or I might thrust you a mortal injury; I must traddle this trial alone”. “Lo! Frank —thou hast smote me harshly with such grave talk— am I to blame for this vast burton?”. Frank looked sadly at his wife —forgetting for a moment the cause of his misery. Walking slowly but slowly toward her, he took his head in his hands and with a few swift blows had clubbed her mercifully to the ground dead. “She shouldn’t see me like this”, he mubbled, “not all fat and on her thirty second birthday”. Frank had to get his own breakfast that morning and also on the following mornings. Two, (or was it three?) weeks later Frank awake again to find that there were still no flies on him. “No flies on this Frank boy”, he thought; but to his amazement there seemed to be a lot of flies on his wife —who was still lying about the kitchen floor. “I carn’t not partake of bread and that with her lying about the place”, he thought allowed, writing as he spoke. “I must deliver her to her home where she will be made welcome”. He gathered her in a small sack (for she was only four foot three) and headed for her rightful home. Frank knocked on the door of his wife’s mothers house. She opened the door. “I’ve brought Marian home, Mrs. Sutherskill” (he could never call her Mum). He opened the sack and placed Marian on the doorstep. “I’m not having all those flies in my home”, shouted Mrs. Sutherskill (who was very houseproud), shutting the door. “She could have at least offered me a cup of tea”, thought Frank lifting the problem back on his boulders."
Now and Then (Demo),John Lennon,16450,"{'year': 1977, 'month': None, 'day': None}",," I know it's true It's all because of you And if I make it through It's all because of you  And now and then (Ah-ah) If we must start again (Ah-ah) Well, we will know for sure That I love you  I don't wanna lose you, oh no, no Abuse you or confuse you Oh no, no, sweet darlin' But if you have to go (Go), away (Ah-ah-ah) If you have to go, well you the reason   Now (Now) and then (And then) I miss you (I miss you) Oh, now (Now) and then (And then) I want you to return to me 'Til you return to me
 I know it's true It's all because of you And if you go away I know you could never stay  Now (Now) and then (And then) I miss you (I miss you) Oh, now (Now) and then (And then) I want you to return to me Now (Now) and then (And then) I miss you (I miss you) Oh, now (Now) and then (And then) I want you to return to me Now (Now) and then (And then)"
Nutopian International Anthem,John Lennon,16450,"{'year': 1973, 'month': 10, 'day': 29}",Mind Games,
Oh My Love,John Lennon,16450,"{'year': 1971, 'month': 9, 'day': 9}",Imagine," Oh my love for the first time in my life My eyes are wide open Oh my lover for the first time in my life My eyes can see  I see the wind, oh I see the trees Everything is clear in my heart I see the clouds, oh I see the sky Everything is clear in our world  Oh my love for the first time in my life My mind is wide open Oh my lover for the first time in my life My mind can feel  I feel the sorrow, oh I feel the dreams Everything is clear in my heart I feel life, oh I feel love Everything is clear in our world"
Oh Yoko!,John Lennon,16450,"{'year': 1971, 'month': 9, 'day': 9}",Imagine," In the middle of the night In the middle of the night, I call your name  Oh Yoko Oh Yoko My love will turn you on  In the middle of a bath In the middle of a bath, I call your name  Oh Yoko Oh Yoko My love will turn you on My love will turn you on  In the middle of a shave In the middle of a shave, I call your name  Oh Yoko Oh Yoko My love will turn you on
 In the middle of a dream In the middle of a dream, I call your name  Oh Yoko Oh Yoko My love will turn you on My love will turn you on Alright  Right!  In the middle of a cloud In the middle of a cloud, I call your name  Oh Yoko Oh Yoko My love will turn you on Oh Yoko Oh Yoko Oh Yoko Oh Yoko"
Old Dirt Road,John Lennon,16450,"{'year': 1974, 'month': 9, 'day': 26}",Walls and Bridges," Ain't no people on the old dirt road No more weather on the old dirt road It's better than a mudslide, mamma, when the dry spell come Yeah, oh, oh, oh, oh, old dirt road  Ain't no difference on the old dirt road Tarred and feathered on the old dirt road Trying to shovel smoke with a pitchfork in the wind Yeah, yeah, yeah  Breezing through the deadwood on a hot summer day I saw a human being lazy boning out in the hay I said uh, ""hey Mr. Human can you rainmaker too?"" He said I guess it's O.K. you know the only thing we need is water Cool, clear water, water Water, water  Ain't no people on the old dirt road No more weather on the old dirt road It's better than a mudslide mamma when the morning comes Yeah, oh, oh, oh, oh, old dirt road
 Keep on keeping on Keep on keeping on Keep on keeping on Keep on keeping on Keep on keeping on Keep on keeping on Keep on keeping on So long, so long So long, so long Bye bye Bye bye Keep on keeping on Keep on, keep on, keep on, keep on, keep on, keep on, keep on Keep on, keep on, keep on, keep on, keep on, keep on, keep on"
One Day (at a Time),John Lennon,16450,"{'year': 1973, 'month': 10, 'day': 29}",Mind Games," You are my weakness, you are my strength Nothing I have in the world makes better sense 'Cause I'm a fish and you're the sea When we're together or when we're apart There's never a space in between the beat of our hearts 'Cause I'm the apple and you're the tree  One day at a time is all we do One day at a time is good for you (Yeah) You (Yeah) You (Yeah) Ooh  You are my woman, I am your man Nothing else matters at all, now I understand That I'm the door and you're the key And every morning I wake in your smile Feeling your breath on my face and the love in your eyes 'Cause you're the honey and I'm the bee  One day at a time is all we do One day at a time is good for us too (Yeah) You too (Yeah) You (Yeah) Ooh
  'Cause I'm a fish and you're the sea 'Cause I'm an apple and you're the tree 'Cause I'm a door and you're the key 'Cause you're the honey and I'm the bee"
One of the Boys,John Lennon,16450,,,"""Hello hello hello, hello hello hello. Got it wrong, take two, folk."" Well, he's no longer le grasson vital He's just one of the boys You know they say that he's aged very well Still he's just one of the boys You know he stays at the exclusive hotels Yet he's still one of the boys It doesn't matter how old you are You're as dumb as you feel right now Dumb as you feel right now It does not matter how old you are Well, he's no longer le grasson vital But he's still one of the boys They said, they said that he's aged very well Still he's just one of the boys He stays at all the exclusive hotels Yet he's still just one of the boys It does not matter how old you are You're as young as you feel right now It does not matter how old you are You're as dumb as you feel right now
Well, he's no longer do do do do do Do do do do do do do La la la la la la la la la la la la la la la Down in the Caribbean, it's not a dream you see Do do do do do do do do do do He's just one of the boys Do do do do do do do do do do He's just one of the boys Do do do do do do do One of the boys It does not matter how old you are You're as young as you feel right now It does not matter how old you are what! It does not matter how old you are It does not matter how old It does not matter how old you are Do do do Do do do do do do do Do do do do Do do do do do do do He's just one of the boys"
Only People,John Lennon,16450,"{'year': 1973, 'month': 10, 'day': 29}",Mind Games," Only people know just how to talk to people Only people know just how to change the world Only people realize the power of people Well, a million heads are better than one So come on, get it on  Well I know how we tried The millions of tears that we cried Now we are hipper, we been through the trip And we can't be denied with woman and man side by side Make no mistake it's our future we're making Bake the cake and eat it too We don't want no big brother scene  Only people know just how to talk to people Only people know just how to change the world Only people realize the power of people Well, a million heads are better than one So come on, get it on  We'll it's long overdue There ain't nothing better to do Now we are hipper, we been through the trip We can fly right on through There's nothing on earth we can't do Fish or cut bait, it's our future we're making All together now pull the chain We don't want no big brother scene
 Only people know just how to talk to people Only people know just how to change the world Only people know just how to talk to people Only people know just how to change the world Only people know just how to talk to people Only people know just how to change the world Only people know just how to talk to people Only people know just how to change the world Only people know just how to talk to people Only people know just how to change the world"
Only You,John Lennon,16450,,Wonsaponatime: Selections from Lennon Anthology,"Only you can make this world seem right Only you can make the darkness bright Only you and you alone can thrill me like you do And fill my heart with love for only you Only you can make this change in me For it's true, you are my destiny When you hold my hand, I understand the magic that you do You're my dream come true My one and only you, only you Only you and you alone can thrill me like you do And fill my heart with love for only you Only you can make this change in me For it's true, you are my destiny When you hold my hand, I understand the magic that you do do You're my dream come true My one, my one, my one and only you Only you, only you, only you Only you, only you, only you Only you, only you, only you"
On Safairy,John Lennon,16450,,,In the jumble...
On Safairy with Whide Hunter,John Lennon,16450,,In His Own Write,"In the jumble...the mighty jumble... Whide Hunter sleeps tonight. At the foot of the bed, Otumba kept wogs for poisonous snacks such as the deadly cobbler and apply python. Little did he nose that the next day in the early owls of the morecombe, a true story would actually happen. Otumba awoke him with a cup of teeth, and they lit up toward the jumble. 'Aint dat Elepoon Pill?' said Wipe Hudnose, 'wearing his new Basuti?' 'Could be the Flying Docker on a case.' 'No, he's walking,' said Otumbad in Swahily which is not arf from here as the crow barks. All too soon they reached a cleaner in the jumble and set up cramp. Jumble Jim, whom shall remain nameless, was slowly but slowly asking his way through the underpants, (underware he was being washed by Whide Hungry.) 'Beat the bus, Otumba,' commanded Wheat Hoover. 'No! but mable next week it will be my turn to beat the bus now standing at platforbe nine.' Jumping Gym, who shall remain norman, spotted Whit Monday and the Barking Doctorine shooting some rhinostrils and hippoposthumous and Otumbark. 'Stop shouting those animoles.' Bud it hab no influence upod them. They carried on shotting alligarters, wild boats, garriffes, lepers and Uncle Tom Cobra and all... Old Buncle Ron Gobble and all... Bold Rumple, Bom Dobby and all... Bad Runcorn, Sad Toddy and all."
On this Churly Morn,John Lennon,16450,,In His Own Write,"Small wonder on this churly morn I crivy like a black To think wot I should be farlorn Through knorb this packymack I may be blink down booltoad With ne'er a thorty skive But I'll december barrold To save my good bad Ive To them perhap be nicky I smirk but querry jump With all this alfy hicky I do but strive a hump Knock down ye smallish hoqky Am I the bairly oat? With all your davey cockey I'll always keep afloat. Will I the baggy Dutch man And haughty bygraves too To all I give a limpage To do what they will do. They rabble till they're tatter Don't creem the midnight hour Big Doris flitter flatter And blacky blackpoo tower
Rephy graun and gratty Graddie large but smail She will not brant a fatty Room to swing a snail Bilt zeitung dairy apple Of geltzie sniedypye Groppy gribble grapple Varoum the reason why? Ye bottle ginny derick And all who sail without My tall but little Eric Shall ne'er but cast a clout! Remplenish thou thy cravie With all that bodes within Fall gather barge and davie The lamb within a bin. God Speed"
Out of the Blue,John Lennon,16450,,,"Out the blue you came to me And blew away life's misery Out the blue life's energy Out the blue you came to me Everyday I thank the Lord and Lady For the way that you came to me Anyway it had to be Two minds, one destiny Out the blue you came to me And blew away life's misery Out the blue life's energy Out the blue you came to me All my life is been a long slow knife I was born just to get to you Anyway I survived, long enough To make you my wife Out the blue you came to me And blew away life's misery Out the blue life's energy Out the blue you came to me Like a U.F.O. you came to me And blew away life's misery Out the blue life's energy Out the blue you came to me"
Out the Blue,John Lennon,16450,"{'year': 1973, 'month': 10, 'day': 29}",Mind Games," Out the blue, you came to me And blew away life's misery Out the blue, life's energy Out the blue, you came to me  Every day, I thank the Lord and Lady For the way that you came to me Anyway, it had to be Two minds, one destiny  Out the blue, you came to me And blew away life's misery Out the blue, life's energy Out the blue, you came to me  All my life has been a long slow knife I was born just to get to you Anyway, I survived Long enough to make you my wife  Out the blue, you came to me And blew away life's misery Out the blue, life's energy Out the blue, you came to me
  Like a U.F.O., you came to me And blew away life's misery Out the blue, life's energy Out the blue, you came to me"
Partly Dave,John Lennon,16450,"{'year': 1964, 'month': None, 'day': None}",In His Own Write,"There once upon a time was a man who was partly Dave —he had a mission in life. “I’m partly Dave”, he would growm in the morning which was half the battle. Over breakfast he would again say “I am partly Dave”, which always unnerved Betty. “Your in a rut Dave”, a voice would say on his way to work, which turned out to be a coloured conductor! “It’s alright for you”. Dave used to think, little realising the coloured problem. Partly Dave was a raving salesman with the gift of the gob, which always unnerved Mary. “I seem to have forgotten my bus fare, Cobber”, said Dave not rеalising it. “Gerroff the bus then”, said Basubooo in a voicе that bode not boot, not realising the coloured problem himself really. “O.K.” said partly Dave, humbly not wishing to offend. “But would you like your daughter to marry one?”, a voice seem to say as Dave lept off the bus like a burning spastic."
Peggy Sue,John Lennon,16450,"{'year': 1975, 'month': 2, 'day': 17}",Rock ‘N’ Roll," If you knew, Peggy Sue Then you'd know why I feel blue Without Peggy, my Peggy Sue Oh well I love you girl, yes I love you Peggy Sue  Peggy Sue, Peggy Sue, pretty, pretty, pretty, pretty Peggy Sue Oh Peggy, my Peggy Sue Oh well, I love you girl and I need you Peggy Sue  I love you, Peggy Sue, with a love so rare and true Oh Peggy, my Peggy Sue Oh I still love you girl, and I want you Peggy Sue Look out   Peggy Sue, Peggy Sue, oh how my heart yearns for you Oh Peggy, my Peggy Sue Oh well I love you girl, and I want you Peggy Sue Oh yes I love you girl and I want you Peggy Sue"
Phil and John 1,John Lennon,16450,,,"(P) - ""Here we go!"" (J) - ""What? What? (P) - ""We're doing one"" (J) - ""How's it going?"" (P) - ""Same way"" (J) - ""How's it going?"" (P) - ""Wait a minute, something's going, wait a minute!""  (J) - ""Yeah! Yeah! ...I can't read this writing!"" (P) - ""What is that tweetin' bird out there? For God's sake! There's a bird! God damn it out there! (J) -""Hey, hey, hey...yeah....remember the solo, that's the bit where I don't talk.... oh, oh, too bad...thank you...."" (P) -""Stand up so we know you're there, alright"" (J) -""Oh, and Barry, give me a clue, will you? (P) - ""Well, I told Barry...."" (J) - ""Shut up! You fuckin'....."" (?) - ""Sorry it didn't work out."" (J) - ""Give me a clue.....no, no, no E, E, E, that's a clue"" (P) - ""You haven't been in tune all evening, why change?""  (J) - ""But after all....."" (P) - ""Alright, one of the greatest sessions of all time. History in the making here... John Lennon is here with his brother Jack, and here we go. One, two, three!"" (J) - ""One, two, three, four!"" (P) - ""No! You yelled four, wait a minute!"" (J) - ""Phil, Phil...."" (P) - ""You can't yell four over his playing"" (J) - ""Please accept my 'four'; it's the only way I can come in and I.... (P) - ""Yes, through four...."" (J) - ""One...."" (P) - ""Come on, you don't have to count in, he can do the intro, da-da-da-da-da-da"" (J) - ""No wonder Ronnie........"" (P) - ""Ha, ha, ha, yeah, ok, I'll... I won't bring up names, don't you worry...."" (J) - ""No names"" (P) - ""Alright..."" (J) - ""Doesn't matter if it's too loud!"" (P) - ""You shout, the boys with the horn and the birds in the background!"" (J) -  ""SHUT UP!!!"" (P) - ""fucking horns and birds and seagulls and all that shit! ... fucking A&M! you know, that sounds like a tape delay....yeah, I hear it twice as loud"" (J) -""Phil, Phil, it's our big chance at A&M, now let's not fuck it!....One....."" (P) - ""Well, Herbie did...."" (J) - ""One, two, three"""
Phil and John 2,John Lennon,16450,,,"(J) -""0ne, two, three hmm - I've got a message for you...."" (P) - ""Hold it! Hold it! Our fault, our fault! Not your fault. Listen, if the voice is too loud just say the voice...I'm yellin' too loud in In the can, everybody suddenly grabs their headphones when I talk"" (J) - ""No, no, no."" (P) - ""Ok, everything is fine, I know, ok..."" (J) - ""You wanna....?"" (P) - ""Hold it one sec"" (J) - ""Phil, we're all.....as well....oh get out! You could have, you know, broken it on the third line or something....I better get all that"" Bit......oh, you don't mind if I change the lyrics then? Good, ok, hey, we got the man here! (P) -""What man?"" (J) -""Any fuckin' man, let's go....I'm gonna get an all girl band, ha ha ha"" (P) - ""Well, you need one, let's go!"" (J) - ""You won't let me do ""Be Bop A Lula"" instead?"""" (P) - ""I won't let you do anthing, let's go!"" (J) - ""Be Bop A....."" (P) - ""'til you get this one, then you can do ""Be Bop A Lula"" (J) - ""And ""Send Me Some Lovin'"""" (P) - ""You can do anything you wanna do, Johnnie"" (J) - ""After this?"" (P) - ""After this."" (J) -""Take the bandages off?"" (P) -""You can even do ""Take The Bandages Off"""" (J) -""Ok...."" (P) - ""You can even do ""Johnny B Goode"""" (J) - ""No, no"" (P) - ""I wish you would, let's go"""" (J) - ""Any time you like I...."" (P) - ""I know you would come on"" (J) - ""I know the solo too"" (P) - ""Good"" (J) - ""But I wouldn't wanna take it away from Jessie..."" (P) - ""I know"" (J) -""Yoo"" (J) -""Ok! let's...."" (P) - ""Alright!"" (?) -""One, two"" (J) -""Yes it did, yeah!"" (J) -""It always works out the same old way"" (P) - ""Hold it! Somebody's waving a hand. Somebody says stop so we stop"""
Phil and John 3,John Lennon,16450,,,"(P) - ""Just a minute now... can anybody remembr one thing I tell them? You're gona be stuck with your baby. Ok, here we go!"" (J) - ""What we're gonna do, play jazz with Jetho Tull?."" (P) - ""No, Elton John probably at the Roxy"" (J) - ""Elton's a good friend of mine?"" (P) - ""Well, good, he's got the same name as you. Only you spell it in the front, he spell it on the back...here we go!..."" And you both go the same place...here we go! (J) - ""No, no, no, I refuse....Elton's gonna die young...."" (P) - ""Remember the bass drum also... and the one after that, you know, the ending....ok, here we go!"" (J) -""I'm gonna be a 90 year old guru"" (P) - ""Alright, good!"" (J) - ""Ha ha ha"""" (P) - ""Ok, I'll make history, you make gurus, here we go!!"" (J) - ""Phil....I'm gonna write your history so be careful"" (?) - ""One, two, three"""
Power to the People,John Lennon,16450,"{'year': 1971, 'month': 3, 'day': 12}",Shaved Fish," Power to the people Power to the people Power to the people Power to the people Power to the people Power to the people Power to the people Power to the people, right on  Say you want a revolution We better get on right away Well you get on your feet And into the street  Singing power to the people Power to the people Power to the people Power to the people, right on  A million workers working for nothing You better give them what they really own We got to put you down When we come into town
 Singing power to the people Power to the people Power to the people Power to the people, right on  I got to ask you comrades and brothers How do you treat your own woman back home She got to be herself So she can free herself  Singing power to the people Power to the people Power to the people Power to the people, right on Now, now, now, now  Power to the people Power to the people Power to the people Power to the people, right on"
Randolf’s Party,John Lennon,16450,"{'year': 1964, 'month': None, 'day': None}",In His Own Write,"It was Chrisbus time but Randolph was alone. Where were all his good pals. Bernie, Dave, Nicky, Alice, Beddy, Freba, Viggy, Nigel, Alfred, Clive, Stan, Frenk, Tom, Harry, George, Harold? Where were they on this day? Randolf looged saggly at his only Chrispbut cart from his dad who did not live there. 'I can't understan this being so aloneley on the one day of the year when one would surely spect a pal or two?' thought Rangolf. Hanyway he carried on putting ub the dеsicrations and muzzle toe. All of a surgeon thеre was amerry timble on the door. Who but who could be a knocking on my door? He opend it and there standing there who? but only his pals. Bernie, Dave, Nicky, Alice, Beddy, Freba, Viggy, Nigel, Alfred, Clive, Stan, Frenk, Tom, Harry, George, Harolb weren't they? Come on in old pals buddys and mates. With a big griff on his face Randolff welcombed them. In they came jorking and labbing shoubing 'Haddy Grimmble, Randoob.' and other hearty, and then they all jumbed on him and did smite him with mighty blows about his head crying, 'We never liked you all the years we've known you. You were never raelly one of us you know, soft head.' They killed him you know, at least he didn't _die_ alone did he? Merry Chrustchove, Randolf old pal buddy."
Real Love,John Lennon,16450,"{'year': 1988, 'month': 10, 'day': 10}",Imagine: John Lennon," All the little girls and boys Playing with their little toys All they really needed from you Is maybe some love  All the little boys and girls Livin' in this crazy world All they really needed from you Is maybe some love  Why must we be alone? Why must we be alone? It's real life Yes, it's real  I don't expect you to understand The kingdom of Heaven is in your hand I don't expect you to wake from your dreams Too late for tryin' now, it seems  All your little plans and schemes Nothin' but a bunch of dreams All they really needed to do Was maybe some love"
Remember,John Lennon,16450,"{'year': 1970, 'month': 12, 'day': 11}",John Lennon/Plastic Ono Band," Remember when you were young How the hero was never hung Always got away  Remember how the man Used to leave you empty handed Always, always let you down  If you ever change your mind About leaving it all behind Remember, remember today Hey hey  And don't feel sorry The way it's gone And don't you worry About what you've done  Just remember When you were small How people seemed so tall Always had their way Hey hey
 Do you remember your ma and pa Just wishing for movie stardom Always, always playing a part  If you ever feel so sad And the whole world is driving you mad Remember, remember today Hey hey  And don't feel sorry About the way it's gone Don't you worry About what you've done  Remember Remember, the Fifth of November"
Rip It Up / Ready Teddy,John Lennon,16450,"{'year': 1975, 'month': 2, 'day': 17}",Rock ‘N’ Roll,"  Well it's Saturday night, and I just got paid Fool about my money, don't try to save My heart says, ""Go! Go! Have a time"" Because it's Saturday night, baby, I'm feeling fine  Gonna rip it up Gonna rock it up Gonna shake it up Gonna ball it up Gonna rock it up And ball tonight  Got me a date and now don't be late Picked her up in my eighty-eight Shag on down to the union hall When the joint starts jumping, I'll have a ball  Gonna rip it up Gonna rock it up Gonna shake it up Gonna ball it up Gonna rock it up And ball tonight
   Well, ready, set, go, man, go I got a girl that I love so  And I'm ready Ready, ready, Teddy, I'm ready Ready, ready, Teddy, I'm ready Ready, ready, Teddy I'm ready, ready, Teddy, to rock and roll  Going to the corner, pick up my sweetie pie She's my rock and roll, baby, she's the apple of my eye  And I'm ready Ready, ready, Teddy, I'm ready Ready, ready, Teddy, I'm ready Ready, ready, Teddy I'm ready, ready, Teddy, to rock and roll"
Rock ‘n’ Roll People,John Lennon,16450,,Menlove Ave.,"Two, three, four! Yeah, we're rock 'n' roll people, born to pick the news Yeah, we're rock 'n' roll people I just couldn't change it if I would choose to Don't tell me where your head is, man I can see your shinin' shoes Don't play the Virgin Mary We all know you've been screwed Rock 'n' roll people, born to be the news Yeah, we're rock 'n' roll people I just couldn't change it if I would choose to My father was a mother My mother was a son Don't play the dog for dinner We all been twenty-one We're rock 'n' roll people, born to be the news Yeah, we're rock 'n' roll people I just couldn't change it if I would choose to Don't ask me what the time is Or how much space I need Don't play the Mona Lisa You'll know where she's been
Well, rock 'n' roll people, born to be the news Yeah, we're rock 'n' roll people I just couldn't change it if I would choose to Sweet, sweet rock and roll Sweet, sweet rock and roll Sweet, sweet rock and roll Sweet, sweet rock and roll Sweet, sweet rock and roll Rock, rock, rock and roll Rock, rock, rock and roll Rock, rock, rock and roll Uh-huh-uh Hey! Two, three, four! We're the rock 'n' roll people, born to pick the news Yeah, we're rock 'n' roll people I just couldn't change it if I would choose to Don't ask me where your head is, man I can see your shinin' shoes Don't play the Virgin Mary We all know you've been screwed
Well, rock 'n' roll people, born to pick the news Yeah, we're rock 'n' roll people I just couldn't change it if I would choose to Sweet, sweet rock and roll Sweet, sweet rock and roll Sweet, sweet rock and roll Sweet, sweet rock and roll Sweet, sweet rock and roll Sweet, sweet rock and roll Sweet, sweet Okay!"
Sad Michael,John Lennon,16450,,In His Own Write,"There was no reason for Michael to be sad that morning, (the little wretch); everyone liked him, (the scab). He'd had a hard days night that day, for Michael was a Cocky Watchtower. His wife Bernie, who was well controlled, had wrabbed his norman lunch but he was still sad. It was strange for a man whom have everything and a wife to boot. At 4 o'clock when his fire was burking bridely a Poleaseman had clubbed in to parse the time around. 'Goodeven Michael,' the Poleasеman speeg, but Michael did not answer for he was dеbb and duff and could not speeg. 'How's the wive, Michael' spoge the Poleaseman 'Shuttup about that!' 'I thought you were debb and duff and could not speeg,' said the Poleaseman. 'Now what am I going to do with all my debb and duff books?'said Michael, realizing straight away that here was a problem to be reckoned with."
Satire 1,John Lennon,16450,,,"Lord, take this makeup of off of me I said, ""Lordy, lordy, lordy, take this makeup offa me"" It's bad enough on the beach But it's worse in the sea Because I'm knockin' on heaven's door Because I'm lookin' for my ma I said, ""Ma, take these guns away from me"" I said, ""Ma, take these guns away from me"" I got so thin now, they're draggin' me down to my knees Oh yeah, man, do you Mr. Jones? Town Now I've been here so long, I almost forgot my name I said, ""Lord I been here so long I almost forgot my name"" But as long as I keep touring I'll always be in the game, fame, brain, shame and fame and game, fame, fame"
