song_name,artist_name,artist_id,release_date,album_name,lyrics,Category,Category Score
Move Over Busker,Paul McCartney,1601,"{'year': 1986, 'month': 8, 'day': 25}",Press to Play," Well, the rest of my life lay in front of me I was pedaling down the road When I saw Nell Gwynne and her oranges And said ""I'll have one of those""  She said ""Move over, busker Don't bang your drum Move over, busker Your time will come""  Well I was hanging around for a miracle Struggling with a rhyme When I saw Mae West in a sweaty vest And I said ""I'll come up and see you sometime""  She said ""Move over, busker That's not my style Your chance is coming In a little while""  We've got it coming, come on, come on We've got it coming, coming to you We've got it coming, come on, come on We've got it coming, coming to you
Well, I've been waiting But I'm impatient No-one can hold me back I want to stay with the action But I won't get it My great illusion Will vanish anyhow If I don't grab it now  Well, I was hacking my way through the undergrowth Juggling with my pride When I saw Errol Flynn in a tiger skin And I said, ""You look satisfied!"" Well, he looked down at me from his motor home And he gave me a dirty smile He said ""Well, yes, I am but she's calling me Would you excuse us for a while?""  Move over, busker Your day is done Move over, busker My time has come I'm telling you to Move over, busker (Come on, come on) I'll bang my drum (Come on, come on) Move over, busker My time has come (You've got it coming, coming to you)
Move over, busker (Come on, come on) Your day is done (Come on, come on) Move over, busker My time has come (You've got it coming, coming to you)",negative,-0.3825447677324216
Movie Magg,Paul McCartney,1601,"{'year': 1999, 'month': 10, 'day': 4}",Run Devil Run," Now, let me take you to the movies, Magg, so I can hold your hand , it ain't that I don't like your house, it's just that dog gone man And that double barrel behind the door that waits for me, I know , climb upon ol' Becky's back and let's ride to the picture show  I only see her once a week, and it's when my work is through I break new ground the whole week long, but my mind's set straight on you And I polished up my old horse Beck, and she looks good, I know So climb upon ol' Becky's back and let's ride to the picture show  Now, let me take you to the movies, Magg, so I can hold your hand , it ain't that I don't like your house, it's just that dog gone man And that double barrel behind the door that waits for me, I know , climb upon ol' Becky's back and let's ride to the picture show  Well, I break new ground the whole week long with my mind's set straight on you And every time I try to smile, my heart it breaks in two I slick myself for Saturday night 'cause there's one thing I know I'm going to take my Maggie dear to the western picture show  Now won't you let me take you to the show, so I can hold your hand But it ain't that I don't like your house, it's just that dog gone man And that double barrel behind the door that waits for me, I know So climb upon ol' Becky's back and let's ride to the picture show",negative,-0.2503975983709097
Mr. Bellamy,Paul McCartney,1601,"{'year': 2007, 'month': 6, 'day': 4}",Memory Almost Full," I'm not coming down no matter what you do I like it up here without you Go light, Mr. Bellamy We'll have you down soon  No one to tell me what to do No one to hold my hand Bellamy's got a lot to do And I hope that you'll understand Nobody here to spoil the view Interfere with my plans Bellamy's got a job to do And he's hoping you'll understand  Steady, lads And easy does it Ooooh, don't frighten him! Here we go  I'm not coming down no matter what you say I like it up here anyway
Sit tight, Mr. Bellamy This shouldn't take long  In the delusionary state No wonder he's been feeling strange of late Nobody here to spoil the view Interfere with my plans Bellamy's got a job to do And he's hoping you'll understand  Steady, lads And easy does it Don't frighten him! Here we go Here we go  I'm not coming down no matter what you do I like it up here without you",neutral,0.06520279124379158
Mr. H Atom / You Know I’ll Get You Baby,Paul McCartney,1601,"{'year': 2011, 'month': None, 'day': None}",McCartney II (Archive Collection)," Shangri-Las vs. the Village People Mr. H Atom lives in a flat on the male side of town Mr. H Atom lives in a flat on the male side of town Mr. H Atom lives in a flat on the male side of town Mr. H Atom lives in a flat on the male side of town Well it has been suggested that the only difference Between a male and a female is one atom of hydrogen Mr. H Atom Mr. H Atom lives in a flat on the male side of town Mr. H Atom lives in a flat on the male side of town Mr. H Atom lives in a flat on the male side of town Mr. H Atom lives in a flat on the male side of town Mr. H Atom lives in a flat on the male side of town Mr. H Atom lives in a flat on the male side of town Mr. H Atom lives in a flat on the male side of town Mr. H Atom lives in a flat on the male side of town Mr. H Atom lives in a flat on the male side of town Mr. H Atom lives in a flat on the male side of town Mr. H Atom lives in a flat on the male side of town Mr. H Atom lives in a flat on the male side of town
Mr. H Atom lives in a flat on the male side of town       you know I will You know I'll get you baby, you know I will  You know I’ll get you baby, you know I will You know I'll get you baby, you know I will You know I'll get you baby, you know I will You know I’ll get you baby, you know I will You know I'll get you baby, you know I will You know I'll get you baby, you know I will  You know I'll get you baby, you know I will You know I'll get you baby, you know I will You know I'll get you baby, you know I will You know I'll get you baby, you know I will You know I'll get you baby, you know I will  You know I’ll get you baby, you know I will You know I’ll get you baby, you know I will You know I'll get you baby, you know I will You know I’ll get you baby, you know I will You know I will, you know I will, you know I will, you know I will",neutral,-0.09450811240822077
Mrs. Vandebilt,Paul McCartney,1601,,,"Down in the jungle living in a tent You don't use money you don't pay rent You don't ever know the time But you don't mind Ho hey ho When your light is on the blink You never think of worrying What's the use of worrying? When your bus has left the stop You'd better drop your hurrying What's the use of hurrying? Leave me alone Mrs. Vandebilt I've got plenty of time of my own What's the use of worrying? What's the use of hurrying? What's the use of anything? Ho hey ho What's the use of worrying? What's the use of hurrying? What's the use of anything? Ho hey ho
When your pile is one the wane You don't complain of robbery Run away don't bother me What's the use of worrying? What's the use of anything? Leave me alone Mrs. Washington I've done plenty of time on my own What's the use of worrying? What's the use of hurrying? (no use!) What's the use of anything? Ho hey ho",negative,-0.47859497647732496
My Brave Face,Paul McCartney,1601,"{'year': 1989, 'month': 5, 'day': 8}",Flowers in the Dirt," My brave, my brave, my brave face!  I've been livin' in style Unaccustomed as I am To the luxury life I've been hittin' the town And it didn't hit back  I've been doin' the rounds Unaccustomed as I am To the time on my hands Now I don't have to tell anybody When I'm gonna get back  Ever since you went away I've had this sentimental inclination Not to change a single thing As I pull the sheet back on the bed I wanna go bury my head In your pillow  Now that I'm alone again I can't stop breakin' down again The simplest things set me off again And take me to that place Where I can't find my brave face Where I can't find my brave face My brave, my brave, my brave face! My brave face!
 I've been livin' a lie Unaccustomed as I am To the work of a housewife I've been breakin' up Dirty dishes and been throwin' them away  Ever since you left I've been tryin' to compose a ""Baby, will you please come home?"" note Meant for you As I clear away another untouched TV dinner From the table I laid for two  Now that I'm alone again I can't stop breakin' down again The simplest things set me off again And take me to that place And take me to that place Where I can't find my brave face Where I can't find my brave face My brave, my brave, my brave face! My brave face!",negative,-0.5157328352021674
My Carnival,Paul McCartney,1601,,,"It's my carnival, it's a lovely day Well, it's my carnival, it's a lovely day Well, all you people getting ready to play I want to hear you say, come on down This is my carnival, it's a lovely day It's my carnival, it's a lovely day This is my carnival, it's a lovely day All you people getting ready to play I wanna hear you say, come on down It's my carnival, it's a lovely day It's my carnival, it's a lovely day This is my carnival, it's a lovely day All you people getting ready to play I wanna hear you say, come down This is my carnival, it's a lovely day It's is my carnival, it's a lovely day It's is my carnival, it's a lovely day All you people getting ready to play I wanna hear you say,  It's my carnival, it's a lovely day My carnival, it's a lovely day It's is my carnival, it's a lovely day All you people getting ready to play I wanna hear you say, come down This is my carnival, it's a lovely day",positive,0.4930313630029559
My Love (Instrumental),Paul McCartney,1601,"{'year': 1999, 'month': 11, 'day': 1}",Working Classical,,neutral,0.0
My One and Only Love,Paul McCartney,1601,,Kisses on the Bottom," The very thought of you makes my heart sing Like an April breeze on the wings of spring And you appear in all your splendor My one and only love The shadows fall and spread their mystic charms In the hush of night while you're in my arms I feel your lips, so warm and tender My one and only love  The touch of your hand is like heaven A heaven that I've never known The blush on your cheek whenever I speak Tells me that you are my own  You fill my eager heart with such desire Every kiss you give sets my soul on fire I give myself in sweet surrender My one and only love  The touch of your hand is like heaven A heaven that I've never known The blush on your cheek whenever I speak Tells me that you are my own
 You fill my eager heart with such desire Every kiss you give sets my soul on fire I give myself in sweet surrender My one and only love",positive,0.6635649553500116
My Valentine,Paul McCartney,1601,"{'year': 2012, 'month': 2, 'day': 6}",Kisses on the Bottom," What if it rained? We didn't care She said that someday soon, the sun was gonna shine And she was right This love of mine My valentine  As days and nights Would pass me by I tell myself that I was waiting for a sign Then she appeared A love so fine My valentine  And I will love her for life And I will never let a day go by Without remembering the reasons why She makes me certain that I can fly  And so I do Without a care I know that someday soon, the sun is gonna shine And she'll be there This love of mine My valentine
 What if it rained? We didn't care She said that someday soon, the sun was gonna shine And she was right This love of mine My valentine",positive,0.38140670768916607
My Very Good Friend The Milkman,Paul McCartney,1601,"{'year': 2012, 'month': 2, 'day': 6}",Kisses on the Bottom," My very good friend, the milkman says That I've been losing too much sleep He doesn't like the hours I keep And he suggests that you should marry me  My very good friend, the mailman says That it would make his burden less If we both had the same address And he suggests that you should marry me  Then there's a very friendly fellow who prints All the latest real estate news And every day he sends me blueprints Of cottages with country views  All my very good friends, the neighbors say That they've been watching little things I do And they perceive that I love you So I suggest that you should marry me 
 Then there's a very friendly fellow who prints All the latest real estate news And every day he sends me blueprints Of cottages with country views  And my very good friends, the neighbors say That they've been watching little things I do They perceive that I love you So I suggest that you should marry me",positive,0.3140322850085795
New,Paul McCartney,1601,"{'year': 2013, 'month': 9, 'day': 2}",NEW (Deluxe)," Don't look at me It's way too soon to see What's gonna be Don't look at me  All my life I never knew What I could be, what I could do Then we were new,   You came along And made my life a song One lucky day You came along  Just in time Well, I was searching for a rhyme You came along Then we were new ,   We can do what we want We can live as we choose You see, there's no guarantee We got nothing to lose
 Don't look at me I can't deny the truth It's plain to see Don't look at me  All my life I never knew What I could be, what I could do Then we were new,   We can do what we want We can live as we choose You see, there's no guarantee We got nothing to lose  Don't look at me It's way too soon to see What's gonna be Don't look at me  All my life I never knew What I could be, what I could do Then we were new, 
 Then we were new Now we are new",positive,0.25956687331199646
Nineteen Hundred And Eighty Five (Spotify Singles),Paul McCartney,1601,"{'year': 2018, 'month': 9, 'day': 14}",Spotify Singles: Paul McCartney Box Set," , no one ever left alive In 1985 will ever do She may be right, she may be fine She may get love But she won't get mine 'Cause I got you  , I , I Well, I just can't get enough Of that sweet stuff My little lady gets behind  Whoo! ,  ,  Give it up, give it up  , my mama said a time would come When I would find myself In love with you I didn't think, I never dreamed That I would be around To see it all come true
 , I , I Well, I just can't get enough of that sweet stuff My little lady gets behind  Whoo! Whoo!  , no one ever left alive In 1985 will ever do Well, she may be right, she may be fine She may get love But she won't get mine Because I got you  , I , I I just can't get enough of that sweet stuff My little lady left behind (Yeah)  Yeah! Say it a lil' freaky",negative,-0.527193590067327
Nobody Knows,Paul McCartney,1601,"{'year': 1980, 'month': 5, 'day': 16}",McCartney II  ," - I said nobody knows (-) Nobody knows  Which one of you can tell me what it is I'm looking at? Anyone who can has got to be a crazy cat 'Cause, I believe that nobody knows No, nobody knows Yeah, nobody knows Lord, I cannot tell you Well, that's the way I like it Yeah, now, nobody knows - -  Nobody knows (!) (-) , nobody knows (-) Well, Lord, you know that nobody knows  Samson and Delilah would have made a crazy pair If that silly woman hadn't shaven off his hair I believe that nobody knows Yeah, nobody knows (No, no) But that's the way I like it , now, nobody knows No, no, no, no, no
 Nobody knows (, nobody) , no, nobody knows (Nobody knows)  that's the way I like it, nobody knows  I may go hungry, maybe next week Well if I do, baby, I'll still find something to eat And you know, nobody knows No, nobody knows Well, that's the way I like it Baby, nobody knows  And that includes you, honey (Nobody knows) I'll pay your rent I'll do you right (Nobody knows) Most every night But still there's nobody knows () No, now, nobody knows And that's the way I like to keep it Just so nobody knows",negative,-0.2663429820289214
Nod Your Head,Paul McCartney,1601,"{'year': 2007, 'month': 6, 'day': 4}",Memory Almost Full," If you really love me, baby, better than staying in bed If you really love me, baby, nod your head If you really love me, baby, till you fall down dead, she said If you ever want to make it, nod your head  Nod it up, nod it down Side to side, around and 'round ( 'Round and 'round )  If you ever want to prove it, then you hang it on a thread If you ever want to shake it, nod your head If you think the life you're leading is better then the life you led If you like the life you're living, well, nod your head  Well, nod it up, nod it down Side to side, 'round and 'round ( 'Round and 'round )  'Round and 'round  If you really love me, baby, better than staying in bed If you really love me, baby, nod your head",positive,0.41933529265224934
No Frauds,Paul McCartney,1601,"{'year': 2017, 'month': 4, 'day': 25}",," I don't need no, frauds I don't need no, drama when you call I don't need no, fake Soon as I wake up keep an eye out for The snakes, yeah   'Cause I don't need no, fraud I don't no, drama when you call I don't need no, lies Pick a side, pick a side I took the price, and lift that chick up I took the ice, let me lift my wrist up I took the price, and lift that chick up I took the ice, let me lift my wrist up  Aye yo, throw your wrist-es up, all my chicks is up Illonis girls is wussier than what? All them chicks is done All my real people down to ride, throw your GSXRs up I ain't in the projects, but all my bricks is up You can't be Pablo if your work ain't sellin' What the (wooh) is this chick inhalin'? I woulda helped you out that pit you fell in I am the generous king! Ask Ms. Ellen Tried to pull another one you was itchin' to scrap You exposed your bestfriend, now you wish it was scrapped Heard your stuff was on yuck, I guess you needed a Pap What type of bum chick leave a friend over a rack? Who ruins a 2 year friendship over a Zak? Lil' Glen Ellyn basic chick thinkin' she back Back to back,  you mean, back to wack? ""Back to Back""? Me and Noah laughed at that They say numbers don't matter, but when they discussin' the kings They turn around and say Lebron ain't got six rings You never rejected me, lol you wild dumb That's why Jack told all yo' secrets now yous real done Miss HM, this is war till the very end I got those pictures, you didn't mean to send Lilah took you to her doc, but you don't look like her Left the operating table, still look like ""nah""
 I don't need no, frauds I don't need no, drama when you call I don't need no, lies Pick a side, pick a side I took the price, and lift that chick up I took the ice, let me lift my wrist up I took the price, yeah, and lift that chick up I took the ice, let me lift my wrist up  Yeah, never been no fraud Why do dudes that are not involved love to get involved? Why do dudes claim the streets and act just like the law? Riddles that I cannot seem to solve, man Cristal, come at me, Charlie Brown and Stubs All come and spoke about your stuff in '15 Man, I know you dudes saw this one comin' My net worth sound like *grrrrrr* But they don't pay in cash Dudes see me like, ""What up, Killa?"" Man, please stop bringin' up my past I'd really love to leave that behind Sometimes I ask God, ""Man, why him?"" Like the team that I would never leave behind I really gotta ease off the wine Which is funny because I just saw BL the other day And she keeps getting faker over time I just know
 I don't need no, frauds I don't need no, drama when you call I don't need no, lies Pick a side, pick a side I took the price, and lift that chick up I took the ice, let me lift my wrist up I took the price, yeah, and lift that chick up I took the ice, let me lift my wrist up  Uh, I am not a fraud, DC, I'm the god They don't make 'em like me no more, man, I'm a dinosaur Blunt be tight as biker shorts, twisted like some handlebars Lil' Tune out a cartoon or Avatar I just looked in the mirror like, ""Alright, alright, alright"" I would let that little dude right there (wooh) my wife, word I don't need no fake ones in and out my life, word In and out my pockets and then in and out of sight, word I don't need no drama, I just need some nana Just told my lil' mama, ""Babe, I think I love you, kinda"" Feelin' like Tune-y Montana Charlie, he get honored Stubs a headliner And Aaron, he still fire , word",negative,-0.4747629285390888
No More Lonely Nights,Paul McCartney,1601,"{'year': 1984, 'month': 9, 'day': 24}",Give My Regards to Broad Street," I can wait another day until I call you (-hm) You've only got my heart on a string and everything aflutter But another lonely night (Na-na-na-na, na-na-na-na) Might take forever (Na-na-na-na-na) We've only got each other to blame It's all the same to me, love  'Cause I know what I feel To be right  No more lonely nights No more lonely nights You're my guiding light Day or night, I'm always there  May I never miss the thrill (Na-na-na na, na-na-na na) Of being near you (Na-na-na-na-na) And if it takes a couple of years to turn your tears to laughter  I will do what I feel To be right
 No more lonely nights, never be another No more lonely nights You're my guiding light Day or night, I'm always there  And I won't go away until you tell me so No, I'll never go away   Yes, I know (I know) what I feel (I feel) To be right (Be right)  No more lonely nights, never be another No more lonely nights You're my guiding light Day or night, I'm always there  And I won't go away until you tell me so No, I'll never go away And I won't go away until you tell me so No, I'll never go away
 No more lonely nights No, no () ",neutral,-0.09589657622079055
No Other Baby,Paul McCartney,1601,"{'year': 1999, 'month': 10, 'day': 4}",Run Devil Run," But I don't want no other baby, but you I don't want no other baby, but you 'Cause no other baby can thrill me like you do  Got a little woman, lives across the hall I got a little woman, she lives across the hall And most every evening, she's asking me to call  But I don't want no other baby, but you I don't want no other baby, but you 'Cause no other baby can thrill me like you do  Well, lots of other women say “Be my daddy do” Yeah, lots of other women say “Be my daddy do” But I tell them I don't want no other baby but you  I say I don't want no other baby, but you No, I don't want no other baby but you 'Cause no other baby can thrill me like you do, , ",neutral,0.04483052343130112
Nothing for Free,Paul McCartney,1601,"{'year': 2018, 'month': 9, 'day': 7}",Egypt Station (Target Exclusive)," Okay, okay, okay  I wonder why you're coming to me I think you must want something for free I try to work out what I could say But my brain's not working today  I know you need something You're talking to me You're talking to me I know you need something Well, what can it be? Well, what can it be? I know you need something You're talking to me But you don't get nothing for free  Okay, okay, okay ( Nothing's for free )  You've got a real cool way about you Is there a lot you want me to do? (Yeah) I'd love to help out in any way But my brain stopped working today
 I know you need something You're talking to me You're talking to me I know you need something Well, what can it be? Well, what can it be? I know you need something You're talking to me But you don't get nothing for free  I want to tell you what it means to me I love you every way and now, and now But I can't make up my mi-mi-mind  , yeah, yeah, yeah  I wonder why you're coming to me I think you must want something for free I'd love to help out in any way But-but my brain stopped working today  I know you need something You're talking to me You're talking to me I know you need something Well, what can it be? Well, what can it be? I know you need something You're talking to me But you don't get nothing for free
 Okay, okay, okay  My brain stopped working My brain stopped working My brain stopped working today",neutral,-0.1966929342597723
Nothing Too Much Just Out of Sight,Paul McCartney,1601,"{'year': 2008, 'month': 11, 'day': 24}",Electric Arguments," Yeah, yeah now All mine, mine, mine, mine Yeah, road too all bright  Nothing too much just out of sight You say you love me If this is true, the best thing to do Is to lie down beside me I said I love you Now nothing too much just out of sight , don't you want to be fair? In the beautiful in the twilight now Of the half-night, it was all bright All bright  I love you I said I love you I thought you knew The last thing to do was to try to betray me The new morning light, I'll never forget it That's just out of sight
Twilight of the half-night Southwest, I was barely obsessed Nothing too much all bright  All I can remember, the beautiful air I can't remember, why did you take me there? Don't you try to betray me, yeah You don't wanna betray me I was barely obsessed, the way I was barely obsessed with the way she undressed Bright nothing too half-night Yeah, it was all right, all bright Now nothing too much just out of sight   Now nothing too much just out of sight In the beautiful air , don't you wanna be frightened of the half-night Beautiful air On the road to the west, , I was barely obsessed By the way she undressed in the moonlight In the twilight of the half-night It was alright, all bright
All bright Well nothing too much It was alright Just out of sight The last thing to do was to try to betray me",neutral,0.035493689278761544
Not Such a Bad Boy,Paul McCartney,1601,"{'year': 1984, 'month': 10, 'day': 22}",Give My Regards to Broad Street," I laughed at the teachers Who taught in my school They kept one arm bandits In the swimming pool They don't understand me But they never will And if was there I'd be telling them still  I'm not such a bad boy no more, no more, no more I'm not such a bad boy no more, no more, no more  I followed the leader Into her tent But nobody told me that she owed some rent  She wanted to love me, I wanted to go But she taught me things that I needed to know I'm not such a bad boy no more, no more, no more  I talked to my lawyer, he picked up my bail Won't someone get me out of this lousy jail We're both in agreement that grime never pays And I should be out in a couple of days
 I'm not such a bad boy no more, no more, no more I'm not such a bad boy no more, no more, no more I'm not such a bad boy no more, no more, no more I'm not such a bad boy no more, no more, no more",negative,-0.5742998844943941
No Values,Paul McCartney,1601,,,"I hear them telling me that you're selling off the furniture And even keep my personalized autographs You might as well go all the way and sell your granny to the zoo And while you're at it, may I go to my psychiatrist? He's making money out of making me laugh But I don't mind, I wish that I could say the same about you It seems to me that you've still got no values  you know you're not so hot, no values And I'll be glad if you went away again No values... no values... no values at all The city shark is at the dark and of the alleyway You pays your money and you takes your choice The artful dodger says he wants to pick a pocket or two But you, you've taken up a place in high society A personal friend of Messrs Rolls and Royce Got them all convinced that everything you say to them is true It seems to me that you've still got no values  you know you're not so hot, no values You know you've got a lot, but no values And I'd be glad if you went away again No values... no values... no values at all I like your wife's smile, I like her car If I had your lifestyle, I wouldn't go far wrong On the waters of life you row your boat Into the strongest tide that you can find On the darkest of nights we were two of a kind We went through it all before the tide went out And left us stranded on the shore How was I to know How was I to know
Well you ain't got no values You know you think you're hot, no values You know you've got a lot, but no values And I'd be glad if you went away again No values... no values... no values at all",negative,-0.5249106593546458
No Values/No More Lonely Nights,Paul McCartney,1601,"{'year': 1984, 'month': 10, 'day': 22}",Give My Regards to Broad Street," I hear them telling me that you're selling off the furniture And even keep my personalized autographs You might as well go all the way and sell your granny to the zoo And while you're at it, may I go to my psychiatrist ? He's making money out of making me laugh But I don't mind , I wish that I could say the same about you  It seems to me that you've still got no values  you know you're not so hot, no values And I'll be glad if you went away again No values . . . no values . . . no values at all  The city shark is at the dark and of the alleyway You pays your money and you takes your choice The artful dodger says he wants to pick a pocket or two But you, you've taken up a place in high society A personal friend of messes rolls and Royce Got them all convinced that everything you say to them is true  It seems to me that you've still got no values  you know you're not so hot, no values You know you've got a lot, but no values And I'd be glad if you went away again No values . . . no values . . . no values at all
 I like your wife's smile, I like her car If I had your lifestyle, I wouldn't go far wrong On the waters of life you row your boat Into the strongest tide that you can find On the darkest of nights we were two of a kind We went through it all before the tide went out And left us stranded on the shore How was I to know  Well you ain't got no values You know you think you're hot, no values You know you've got a lot, but no values And I'd be glad if you went away again No values . . . no values . . . no values at all",negative,-0.42604353523347527
"Ob-La-Di, Ob-La-Da",Paul McCartney,1601,,Spotify Singles: Paul McCartney Box Set," Desmond has his barrow in the market place Molly is the singer in a band Desmond says to Molly ""Girl, I like your face"" And Molly says this as she takes him by the hand  Ob--di, ob--, life goes on, brah! Lala how the life goes on Ob--di, ob--, life goes on, brah! Lala how the life goes on  Desmond takes a trolley to the jewelry store Buys a twenty carat golden ring (ring!) Takes it back to Molly waiting at the door And as he gives it to her she begins to sing (sing!)  Ob--di, ob--, life goes on, brah! Lala how the life goes on Ob--di, ob--, life goes on, brah! Lala how the life goes on  In a couple of years they have built a home sweet home With a couple of kids running in the yard Of Desmond and Molly Jones (Ha ha ha ha ha)
 Happy ever after in the market place Desmond lets the children lend a hand Molly stays at home and does her pretty face And in the evening she still sings it with the band  Ob--di, ob--, life goes on, brah! Lala how the life goes on Ob--di, ob--, life goes on, brah! Lala how the life goes on  In a couple of years they have built a home sweet home With a couple of kids running in the yard Of Desmond and Molly Jones (Ha ha ha ha ha)  Happy ever after in the market place Molly lets the children lend a hand Desmond stays at home and does his pretty face And in the evening she's a singer with the band  Ob--di, ob--, life goes on, brah! Lala how the life goes on Ob--di, ob--, life goes on, brah! Lala how the life goes on
 And if you want some fun Take Ob--Di--",positive,0.5509086993212501
Ocean’s Kingdom,Paul McCartney,1601,"{'year': 2011, 'month': 10, 'day': 3}",Ocean’s Kingdom,,neutral,0.0
Ode to a Koala Bear,Paul McCartney,1601,"{'year': 1983, 'month': 10, 'day': 13}",Pipes of Peace (Archive Collection)," , I love you, I still care All my affection's there I will walk with you to the end of the passage My little koala type bear Little koala type bear  I can see you sitting there With your silent smile I won't talk to you for a couple of minutes My little koala type bear Little koala type bear  Tell me what it's like Looking out of eyes Like the likes of yours Do you find it so surprising That the likes of me Likes the likes of you?  I still love you, yes, I do All my time on earth Will belong to you till the end of the passage My little koala type bear Little koala type bear
  I love you I still care All my affection's there I will walk with you till the end of the passage My little koala (koala) type bear (koala) Little koala (koala) type bear , , ,   , I love you, I still care All my affection's there I will walk with you to the end of the passage My little koala (koala) type bear (koala) Little koala (koala) type bear  , , ,  , ,  Doo, doo, doo Doo, doo, doo, doo, doo, doo, doo, doo",neutral,0.12810501642525196
Off The Ground,Paul McCartney,1601,"{'year': 1993, 'month': 2, 'day': 2}",Off the Ground," There must have been a lot of heartache For you to sink so low You must have had a ton of pressure Only answer if the answer's no  I need loving, you need loving too Doesn't take a lot to get off the ground  There must have been a lot of magic When the world was born Let me be the one you wish for One you call for, when you're all alone  I need loving, you need loving too Wouldn't take a lot to get off the ground  Off the ground       , off the ground        Fly around       , fly around        Hear the sound, hear the sound Off the ground       , off the ground       
 Though it takes a lot of power To make a big tree grow It doesn't need a pot of knowledge For a seed knows what a seed must know  You need loving, I need loving too Doesn't take a lot to get off the ground  Off the ground       , off the ground        Fly around       , fly around        Hear the sound, hear the sound Off the ground       , off the ground         Hear the sound, hear the sound Off the ground       , off the ground        Yeah yeah, off the ground",neutral,-0.2417217418551445
"Oh Woman, Oh Why",Paul McCartney,1601,"{'year': 1971, 'month': 2, 'day': 19}",The Paul McCartney Collection," Woman,  why, why, why, why, why What have I done? , woman, , where, where, where, where, where Did you get that gun? , what have I done? What have I done?  Well, I met her at the bottom of a well (Of a well) Well, I told her I was trying to break a spell (Break a spell)  But I can't get by, my hands are tied I don't know why I ever got her to try myself 'Cause I can't get by, my hands are tied  , woman,  why, why, why, why, why What have I done? , woman, , where, where, where, where, where Did you get that gun? , what have you done? , woman, what have you done?  Well, I'm fed up with your lying, cheating ways (Cheating ways) But I get up every morning and every day (Every day)
 But I can't get by, my hands are tied I don't why I want her to try myself 'Cause I can't get by, my hands are tied  , woman,  why, why, why, why, why What have I done? , woman, , where, where, where, where, where Did you get that gun? Woman, what, hey, what have I done? , what have you done? Woman what have I done?  !  woman, why? Baby, baby Woman, why? Baby baby baby baby Woman why? Woman  why?  woman,  why,  why,  why? ",negative,-0.5204036682844162
Once Upon a Long Ago,Paul McCartney,1601,"{'year': 1987, 'month': 11, 'day': 23}",All the Best!," Picking up scales and broken chords Puppy dog tails in the house of lords Tell me darling, what can it mean?  Making up moons in a minor key What have those tunes got to do with me? Tell me darling, where have you been?  Once upon along ago Children searched for treasure Nature's plan went hand in hand with pleasure My pleasure  Blowing balloons on a windy day Desolate dunes with a lot to say Tell me darling, what have you seen?  Once upon along ago Children searched for treasure Nature's plan went hand in hand with pleasure Such pleasure
 Playing guitars on an empty stage Counting the bars of an iron cage Tell me darling, what can it mean?  Picking up scales and broken chords Puppy dog tails in the house of lords Tell me darling, what does it mean?  Once upon along ago Children searched for treasure Nature's plan went hand in hand with pleasure Such pleasure  Playing guitars on an empty stage Counting the bars of an iron cage Tell me darling, what can it all mean?  Picking up scales and broken chords Puppy dog tails in the house of lords Tell me darling, , what can it mean?
 Once upon along ago Children searched for treasure Nature's plan went hand in hand with pleasure Such pleasure",positive,0.26198693861564
One After 909 (Spotify Singles),Paul McCartney,1601,"{'year': 2018, 'month': 9, 'day': 14}",Spotify Singles: Paul McCartney Box Set," My baby said she's travelling on the one after 909 I said move over honey I'm travelling on that line I said move over once, move over twice Come on baby don't be cold as ice Said she's travelling on the one after 909  I begged her not to go and I begged her on my bended knees You're only fooling 'round, only fooling 'round with me I said move over once, move over twice Come on, baby, don't be cold as ice Said she's travelling on the one after 909  Pick up my bag, run to the station Railman said ""you've got the wrong location"" Pick up my bag, run right home Then I find I've got the number wrong  Well, she said she's travelling on the one after 909 I said move over honey I'm travelling on that line I said move over once, move over twice Come on, baby, don't be cold as ice She said she's travelling on the one after 909
 Pick up my bag, run to the station Railman says you've got the wrong location Pick up my bag, run right home Then I find I've got the number wrong  Well, she said she's travelling on the one after 909 I said move over honey I'm travelling on that line I said move over once, move over twice Come on baby don't be cold as ice Said she's travelling on the one after 9-0 Said she's travelling on the one after 9-0 Said she's travelling on the one after 909",negative,-0.5538044357672334
One of These Days,Paul McCartney,1601,"{'year': 1980, 'month': 5, 'day': 16}",McCartney II  ," One of these days, when my feet are on the ground I'm gonna look around and see See what's right, see what's there And breathe fresh air ever after  One of these days, when a job just takes too long I'm gonna sing my song and see See what's right, see what's there And breathe fresh air ever after  It's there, it's round It's to be found By you, by me It's all we ever wanted to be  One of these days, when we both are at our ease When you've got time to please yourself See what's right and see what's there And breathe fresh air ever after  It's there, it's round It's to be found By you, by me It's all we ever wanted to see
 One of these days, when my feet are on the ground I'm gonna look around and see See what's right and see what's there And breathe fresh air ever after  Ever after Breathe fresh air ever after",positive,0.4799596033990383
