song_name,artist_name,artist_id,release_date,album_name,Lyrics
Julia,The Beatles,586,"{'year': 1968, 'month': 11, 'day': 22}",The Beatles (White Album)," Half of what I say is meaningless But I say it just to reach you , Julia  Julia, Julia Ocean child calls me So I sing a song of love, Julia  Julia, seashell eyes Windy smile calls me So I sing a song of love, Julia  Her hair of floating sky is shimmering Glimmering in the sun  Julia, Julia Morning moon, touch me So I sing a song of love, Julia  When I cannot sing my heart I can only speak my mind, Julia
 Julia, sleeping sand Silent cloud, touch me So I sing a song of love, Julia  Hmm hmm hmm Calls me So I sing a song of love for Julia  Julia, Julia"
Junk,The Beatles,586,"{'year': 1970, 'month': 4, 'day': 17}",Anthology 3,"Motorcars Handlebars Bicycles for two Broken hearted jubilee Parachutes Army boots Sleeping bags for two Sentimental jamboree Motorcars Handlebars Bicycles for you Broken hearted jubilee Parachutes Army boots Sleeping bags for two Sentimental jamboree Ah, ah The shop window Why why, says the sign In the yard Buy buy, says the sign In the shop window Why why, says the junk In the yard"
Just A Rumour,The Beatles,586,"{'year': 1994, 'month': 11, 'day': 30}",Live At The BBC. Disk 2,"  George, is it true you're a connoisseur of the classics?  No, it's just a rumor  It's just a rumor  A rumor, mmm   Do you enjoy singing Beethoven?  No, been singing it for 28 years now, y'know  For how long?  28 years  That's incredible, could you manage one more performance?  Um, possibly  Oh go on, say yes  Yes. Thank you"
Just Fun,The Beatles,586,,," We said that our love was just fun The day that our friendship begun Well theres no blue moon that I can see Theres ever been in history Because our love was just fun  We said that our love was just fun The day that our friendship begun Well theres no blue moon that I can see Theres ever been in history Because our love was just fun Just Fun, Just Fun, Just Fun..."
Kansas City,The Beatles,586,"{'year': 1965, 'month': 6, 'day': 14}",Beatles VI,"Ah, Kansas City Coming to get my baby back home Yeah, yeah I'm gonna Kansas city Coming to get my baby back home Yeah, yeah Well, it's a long, long, time Since my baby's been gone Ah, Kansas City Coming to get my baby on time Yeah, yeah I'm gonna Kansas City Coming to get my baby on time Yeah, yeah It's just a one, two, three, four Five, six, seven, eight, nine, wah Hey, hey, hey, hey Hey, baby, you're no clown I say you're no clown Now, now, now, now Tell me baby What's been wrong with you Hey, hey, hey, hey Hey, baby, you're no clown I say you're no clown Now, now, now, now Tell me baby What's been wrong with you
Well, I'll say bye Bye, bye, baby bye, bye Oh, so long Bye, bye, baby I'm gone Yeah, I said Bye, bye, baby, bye, bye Bye, bye, bye, bye Well, I'll say bye Bye, bye, baby bye, bye Oh, so long Bye, bye, baby I'm gone Yeah, I said Bye, bye, baby, bye, bye Bye, bye, bye, bye"
Kansas City/Hey-Hey-Hey-Hey!,The Beatles,586,"{'year': 1964, 'month': 12, 'day': 4}",Beatles for Sale,"  Ah, Kansas City Going to get my baby back home Yeah, yeah I'm going to Kansas City Going to get my baby back home Yeah, yeah Well, it's a long, long, time Since my baby's been gone  Ah, Kansas City Going to to get my baby one time Yeah, yeah I'm going to Kansas City Going to get my baby one time Yeah, yeah It's just a one, two, three, four Five, six, seven, eight, nine, wah  Hey, hey, hey, hey Hey, baby, woo no clown I say you're no clown Now, now, now, now Tell me baby What's been wrong with you
Hey, hey, hey, hey Hey, now, baby, woo no clown I say you're no clown Now, now, now, now Tell me baby What's been wrong with you  Well, I'll say bye Bye, bye, baby bye, bye Oh, so long Bye, bye, baby I'm gone Yeah, I said Bye, bye, baby, bye, bye Bye, bye, bye, bye Well, I'll say bye Bye, bye, baby bye, bye Woo, so long Bye, bye, baby, I'm gone"
Kansas City/Hey Hey Hey Hey [Live at the BBC Disk 2],The Beatles,586,"{'year': 1994, 'month': 11, 'day': 30}",First Live Recordings Volume One,"  Ah, Kansas City Going to get my baby back home Yeah, yeah I'm going to Kansas City Going to get my baby back home Yeah, yeah Well, it's a long, long, time Since my baby's been gone  Ah, Kansas City Going to to get my baby one time Yeah, yeah I'm going to Kansas City Going to get my baby one time Yeah, yeah It's just a one, two, three, four Five, six, seven, eight, nine, wah  Hey, hey, hey, hey Hey, baby, woo no clown I say you're no clown Now, now, now, now Tell me baby What's been wrong with you
Hey, hey, hey, hey Hey, now, baby, woo no clown I say you're no clown Now, now, now, now Tell me baby What's been wrong with you  Well, I'll say bye Bye, bye, baby bye, bye Oh, so long Bye, bye, baby I'm gone Yeah, I said Bye, bye, baby, bye, bye Bye, bye, bye, bye Well, I'll say bye Bye, bye, baby bye, bye Woo, so long Bye, bye, baby, I'm gone"
Keep Your Hands Off My Baby (Live at the BBC),The Beatles,586,"{'year': 1994, 'month': 11, 'day': 30}",Live At The BBC," We've been friends for oh so long I let you share what's mine When you mess with the girl I love It's time to draw the line  Keep your hands (Keep your hands) off my baby Ain't gonna tell you but a-one more time Oh, keep your hands (Keep your hands) off my baby Boy, you get it through your head That girl is mine  I don't mind if you lend my clothes But you will be in touch There is something that you get straight There's one thing you don't touch  Keep your hands (Keep your hands) off my baby Ain't gonna tell you but a-one more time Oh, keep your hands (Keep your hands) off my baby Can you get it through your head? That girl is mine
Keep your hands (Keep your hands) off my baby Ain't gonna tell you but a-one more time Oh, keep your hands (Keep your hands) off my baby Can you get it through your head? That girl is mine  (Keep your hands) Whoa, keep your hands off my baby She's mine (Keep your hands off my baby) You better watch yourself now Boy, you get it through your head That girl is mine"
"Komm, gib mir deine Hand",The Beatles,586,"{'year': 1964, 'month': 2, 'day': 4}",Something New," Oh, komm doch, komm zu mir Du nimmst mir den Verstand Oh, komm doch, komm zu mir Komm, gib mir deine Hand Komm, gib mir deine Hand Komm, gib mir deine Hand  Oh, du bist so schön Schön wie ein Diamant Ich will mit dir gehen Komm, gib mir deine Hand Komm, gib mir deine Hand Komm, gib mir deine Hand  In deinen Armen bin ich glücklich und froh Das war noch nie bei einer anderen Einmal so Einmal so Einmal so  Oh, komm doch, komm zu mir Du nimmst mir den Verstand Oh, komm doch, komm zu mir Komm, gib mir deine Hand Komm, gib mir deine Hand Komm, gib mir deine Hand
 In deinen Armen bin ich glücklich und froh Das war noch nie bei einer anderen Einmal so Einmal so Einmal so  Oh, du bist so schön Schön wie ein Diamant Ich will mit dir gehen Komm, gib mir deine Hand Komm, gib mir deine Hand Komm, gib mir deine Hand"
Lady Madonna,The Beatles,586,"{'year': 1968, 'month': 3, 'day': 15}",Hey Jude,"  Lady Madonna, children at your feet Wonder how you manage to make ends meet Who finds the money when you pay the rent? Did you think that money was heaven sent?  Friday night arrives without a suitcase Sunday morning creeping like a nun Monday's child has learned to tie his bootlace See how they run  Lady Madonna, baby at your breast Wonders how you manage to feed the rest   See how they run  Lady Madonna, lying on the bed Listen to the music playing in your head
 Tuesday afternoon is never ending Wednesday morning papers didn't come Thursday night your stockings needed mending See how they run  Lady Madonna, children at your feet Wonder how you manage to make ends meet "
Leave My Kitten Alone,The Beatles,586,,Anthology 1," You better leave my kitten all alone You better leave my kitten all alone But I told you big fat bulldog You better leave her alone You better leave my kitten all alone You better leave my kitten all alone This dog is going to get you If you don't leave her alone  Well, Mister Dog, I'm going to hit you On the top of your head That child is going to miss you You're going to wish that you were dead If you don't leave my kitten all alone Well I told you big fat bulldog You better leave her alone  Alright Hey, hey, hey, hey Hey, hey, hey Hey hey
  Yeah hey you better leave, you better leave You better leave, yeah you better leave You better leave, oh you got to leave Hey hey, well I told you big fat bulldog"
Lend Me Your Comb,The Beatles,586,"{'year': 1995, 'month': 11, 'day': 20}",Anthology 1, Lend me your comb It's time to go home I got to confess My hair is a mess Your mammie will scold Your pappie will shout Unless we come in The way we went out  Kissing you was fun honey But thanks for the date But I must come to run honey But you know baby it's getting late  Just wait till I Straighten my tie Lend me your comb We got to go home Whoa! Ow! 
Let It Be,The Beatles,586,"{'year': 1970, 'month': 5, 'day': 8}",Let It Be," When I find myself in times of trouble Mother Mary comes to me Speaking words of wisdom Let it be And in my hour of darkness She is standing right in front of me Speaking words of wisdom Let it be  Let it be, let it be Let it be, let it be Whisper words of wisdom Let it be  And when the broken-hearted people Living in the world agree There will be an answer Let it be For though they may be parted There is still a chance that they will see There will be an answer Let it be
 Let it be, let it be Let it be, let it be Yeah, there will be an answer Let it be Let it be, let it be Let it be, let it be Whisper words of wisdom Let it be    Let it be, let it be Let it be, yeah, let it be Whisper words of wisdom Let it be  And when the night is cloudy There is still a light that shines on me Shine until tomorrow Let it be I wake up to the sound of music Mother Mary comes to me Speaking words of wisdom Let it be, yeah
 Let it be, let it be Let it be, yeah, let it be Oh, there will be an answer Let it be Let it be, let it be Let it be, yeah, let it be Oh, there will be an answer Let it be Let it be, let it be Let it be, yeah, let it be Whisper words of wisdom Let it be"
Let It Be / Please Please Me / Let It Be (Take 10),The Beatles,586,"{'year': 2021, 'month': 10, 'day': 15}",Let It Be (Super Deluxe Edition),"Let it be, let it be George: Maybe have just one chorus on the first time. Two chords on the second Paul: Yeah Last night I said these words to my girl John: That was daft though You know you always make sigh girl. Come on, come on, come on. Okay… John: Come on, we only get to notes in this song. It’s all we have When I find myself in times of trouble, Mother Mary comes to me. Speaking words of wisdom, let it be. And in my hour of darkness she is standing right in front of me. Speaking words of wisdom, let it be Lеt it be, let it be, lеt it be, let it be. Whisper words of wisdom, let it be When all the broken hearted people living in the world agree, there will be an answer, let it be. All though they may be parted, there is still a chance that they will see. There will be an answer, let it be Let it be, let it be, let it be, let it be. There will be an answer, let it be Yeah, let it be, let it be, let it be, let it be. Whisper words of wisdom, let it be Let it be, let it be, let it be, let it be. There will be an answer, let it be When all the broken hearted people living in the world agree, there will be an answer, let it be. Or in my darkest hour, she is standing, right in front of me.  Whisper words of wisdom, let it be
Let it be, let it be, let it be, let it be. There will be an answer, let it be Yeah, let it be, let it be, let it be, let it be. Whisper words of wisdom, let it be"
Let’s Dance,The Beatles,586,,The Savage Young Beatles,"Two One, two, three Hey baby, won't you take a chance? Say that you'll let me have this dance Let's dance, come on, let's dance Do the twist, the stomp, the mashed potato too Any old dance that you wanna do Come on, come on, let's dance Hey baby, woh, you thrill me so Hold me tight, don't let me go Hey hey, hey, come on, let's dance Do the twist, the stomp, the mashed potato too Any old dance that you wanna do Come on, hey, come on, let's twist, alright Hey, baby, if you're all alone Maybe you'll let me walk you home Hey, hey, come on, let's dance Do the twist, the stomp, the mashed potato too Any old dance that you wanna do Come on, hey, come on, let's dance
Hey, baby, things are swinging right Yes, I know that tonight's the night Come on, hey, come on, let's dance, oh Do the twist, the stomp, the mashed potato too Any old thing that you wanna do Come on, oh come on, let's dance Hey, let's dance, come on, let's dance Come on, hey hey, hey hey, hey hey Come on, oh yeah, oh yeah"
Like Dreamers Do,The Beatles,586,"{'year': 1995, 'month': 11, 'day': 20}",Anthology 1," I, I saw a girl in my dreams And so it seems that I will love her Oh you, you are that girl in my dreams And so it seems that I will love you  And I waited for your kiss Waited for the bliss Like dreamers do  And I Oh, I'll be there, yeah Waiting for you, you, you, you, you, you  You, you came just one dream ago And now I know that I will love you Oh, I knew when you first said hello That's how I know that I will love you  And I waited for your kiss Waited for the bliss Like dreamers do
 And I Oh, I'll be there, yeah Waiting for you, you, you, you, you, you, you  You, you came just one dream ago And now I know that I will love you Oh, I knew when you first said hello That's how I know that I will love you  And I waited for your kiss Waited for the bliss Like dreamers do"
Like Making An Album? (Speech),The Beatles,586,"{'year': 2021, 'month': 10, 'day': 15}",Let It Be (Super Deluxe Edition)," Is anyone sort of thinking at this like making an album or more like sort of doing a lot of numbers, then to be able to play them all one after the other? 'Cause I'm still thinking—  I'm thinking half to play them and half like an album  I'm thinking half we return to record them and if we then—  You know, say, say we did half of them this Thursday and then they didn't have to film the next lot of rehearsals or whatever  Yeah  And we do another lot and do them in the same place, you know If we can't— It's just that we can't learn another five or six good for Thursday We just got ""Don't Let Me Down"" and ""I've Got A Feeling"" just how they should be when we hit it"
Little Child,The Beatles,586,"{'year': 1963, 'month': 11, 'day': 22}",With the Beatles," Little child, little child Little child, won't you dance with me? I'm so sad and lonely Baby, take a chance with me  Little child, little child Little child, won't you dance with me? I'm so sad and lonely Baby, take a chance with me  If you want someone To make you feel so fine Then we'll have some fun When you're mine, all mine So come, come on, come on  Little child, little child Little child, won't you dance with me? I'm so sad and lonely Baby, take a chance with me 
 When you're by my side You're the only one Don't you run and hide Just come on, come on Yeah, come on, come on, come on  Little child, little child Little child, won't you dance with me? I'm so sad and lonely Baby, take a chance with me (Oh, yeah) Baby, take a chance with me (Oh, yeah) Baby, take a chance with me (Oh, yeah)"
Little Queenie (Live in Germany),The Beatles,586,"{'year': 1977, 'month': None, 'day': None}","Live! at the Star-Club in Hamburg, Germany; 1962"," Good evening, sir, how are you?  I got lumps in my throat When I saw her comin' down the aisle I got the wiggles in my knees When she looked at me and sweetly smiled There she is again Standing over by the record machine Yeah, she's lookin' like a model on the cover of a magazine She's too cute to be a minute over seventeen  Meanwhile, I was thinking She's in the mood, no need to break it I got the chance, I oughta take it If she'll dance, then we can make it Come on, Queenie, let's shake it  Go, go, go, little Queenie Go, go, go, little Queenie I said, Go, go, go, little Queenie Ahh, go, go, go, go!
  Well, there she is a-dancin' Over by the record machine Lookin' like a model on the cover of a magazine Yeah, she's too cute to be a minute over seventeen  Meanwhile, well, she's thinkin' If it's a slow song, we'll omit it If it's a rocker, I'm gonna get it And if it's good, she'll admit it Said, c'mon queenie, Ahh  Queenie, Go! Go, go, queenie Go, go, go, little queenie Go, go, go, little queenie Ahh!   Well, there she is a-dancin' Over by the record machine Lookin' like a model on the cover of a magazine Well, she's too cute to be a minute over seventeen
 Meanwhile, I was still thinkin' She's in the mood, no need to break it I got the chance, I oughta take it If she'll dance, then we can make it Come on, Queenie, let's shake it  Ahh, Go! Go, go, Queenie Go, go, go, little Queenie Go, go, go, little Queenie Ahh! Qo, Queenie, go! Go little Queenie! Go, go, go, little Queenie!"
Liverpool And All The World!,The Beatles,586,"{'year': 1964, 'month': 11, 'day': 23}",The Beatles’ Story,": John Babcock with Al Wiman and Roger Christian of radio station KWFB, Hollywood, CA Liverpool, a poor but proud British seaport which took more pride in her history than hope for her future, has lifted her head. Instead of the somber rattle of poverty echoing faintly from her old cobble-stoned streets, sounds which mixed with the fading ship’s horns, and pulsating organ-like police sirens, there's now a sound of hope. It started less than a decade ago in the cellars of Liverpool’s beat generation dives. It was thе sound of a new music. And it lifted the spirits and hopе of a whole city while entertaining the world. The Beatles, of course, are the best known of the Liverpool musical groups. And none of The Beatles get to spend as much time in their Liverpool homes as they would wish, but wherever The Beatles are, Liverpool is with them in spirit. And it works the other way around too This is the biography of Beatlemania!"
Lonesome Tears In My Eyes,The Beatles,586,"{'year': 1994, 'month': 11, 'day': 30}",Live At The BBC. Disk 2," Oh baby baby baby Blues and sorrow And I love you tomorrow Just suit you just fine Oh baby baby baby Blues and sorrow And I love you tomorrow Just suit you just fine  I can't forget that you told me So many promising lies How must I forget these Lonesome tears in my eyes?  You've broken my heart Gonna do it again And I can't forget The spell that I'm in Can't forget that you told me So many promising lies I'm a-trying to forget these Lonesome tears in my eyes
  "
"Long, Long, Long",The Beatles,586,"{'year': 1968, 'month': 11, 'day': 22}",The Beatles (White Album),"  It's been a long, long, long time How could I ever have lost you When I loved you?  It took a long, long, long time Now I'm so happy I found you How I love you  So many tears I was searching So many tears I was wasting, oh, oh  Now I can see you, be you How can I ever misplace you? How I want you Oh, I love you You know that I need you Oh, I love you "
Long Tall Sally,The Beatles,586,"{'year': 1964, 'month': 6, 'day': 19}",The Beatles’ Second Album," I'm going to tell Aunt Mary about Uncle John He says he had the misery it but he got a lot of fun Oh baby Yeeeah now baby Woooooh baby Some fun tonight  I saw Uncle John with long tall Sally He saw Aunt Mary coming and he ducked back in the alley Oh baby Yeeeeah now baby Woooooh baby Some fun tonight   Well long tall Sally built pretty sweet She got everything that Uncle John needs Oh baby Yeeeah now baby Woooooh baby Some fun tonight
  Well, we're going to have some fun tonight Have some fun tonight Everything's alright Have some fun tonight Have some fun, yeah yeah yeah We're going to have some fun tonight Have some fun tonight Everything's alright Have some fun tonight Yeah, we'll have some fun, some fun tonight"
Los Paranoias (Studio Jam),The Beatles,586,"{'year': 2018, 'month': 11, 'day': 9}",The Beatles (White Album) [Super Deluxe]," Come on now, gents Swing a la latina Los paranoias Invite you to (I can't take it) To just enjoy us (I can’t take it) Come on you can do it (I can't take it) Baby come on and join los paranoias Just enjoy us Los paranoias Oh los paranoias Come on enjoy us Harmony Los paranoias Come on enjoy us Los paranoias Los paranoias Come on enjoy us We're los paranoias We’re here to sing for you And what if you want us to we will Sing a little song for you Los paranoias Come on enjoy us
(Mangos, Papayas.......from the highest It's my place to say that I, cha cha boom) Besame... Los paranoias Come on and just enjoy us You know, you sit back by the fire By the fire, baby Come and get higher with los paranoias Just enjoy us Sit back and enjoy paranoia Paranoias Can you take some drum? Ah, los paranoias We want you to enjoy us Los paranoias We want you enjoy us"
Lovely Rita,The Beatles,586,"{'year': 1967, 'month': 5, 'day': 26}",Sgt. Pepper’s Lonely Hearts Club Band," Ah Lovely Rita, meter maid Lovely Rita, meter maid  Lovely Rita, meter maid Nothing can come between us When it gets dark I tow your heart away  Standing by a parking meter When I caught a glimpse of Rita Filling in a ticket in her little white book In a cap she looked much older And the bag across her shoulder Made her look a little like a military man  Lovely Rita, meter maid May I inquire discreetly (Lovely Rita) When are you free to take some tea with me? (Lovely Rita maid! Ahh-ah-ah) Rita! 
 Took her out and tried to win her Had a laugh and over dinner Told her I would really like to see her again (Tchic, tchic, tchic, tchic, tchic, tchic, tchic) Got the bill and Rita paid it (Tchic, tchic, tchic, tchic, tchic, tchic, tchic) Took her home, I nearly made it (Tchic, tchic, tchic, tchic, tchic, tchic, tchic) Sitting on the sofa with a sister or two (Tchic, tchic, tchic, tchic, tchic, tchic, tchic)  Oh, lovely Rita meter maid Where would I be without you? Give us a wink and make me think of you  Lovely Rita meter maid (Lovely meter maid) Lovely Rita meter maid (Rita meter maid) Lovely Rita meter maid (Oh Lovely Rita, meter meter maid) Lovely Rita meter maid Ah da, ah da, ah da, ah da Ah da, ah da, ah da, ah da Ah da, ah da, ah da, ah da Ah da, ah da, ah da, ah da (Believe it!)"
Love Me Do,The Beatles,586,"{'year': 1963, 'month': 3, 'day': 22}",Please Please Me," Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do  Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do  Someone to love Somebody new Someone to love Someone like you  Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do
  Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do Yeah, love me do  Whoa, oh, love me do Yeah, love me do Why don't you love me do?"
Love of the Loved,The Beatles,586,,,"Each time I look into your eyes I see that there, there heaven lies And as I look I see the love of the loved Someday they'll see that from the start My place has been deep in your heart And in your heart I see the love of the loved Though I said it all before I will say it more and more Now that I'm really sure You love me And I know that from today I'll see it in the way That you look at me And say ah you love me So let it rain, I'll never care Deep in your heart, I'll still be there And when I'm there I see the love of the loved Though I said it all before I will say it more and more Now that I'm really sure You love me
And I know that from today I'll see it in the way That you look at me And say ah you love me So let it rain, I'll never I care Deep in your heart, I'd still be there And when I'm there I see the love of the loved I see the love of the loved I see the love of the loved"
Love These Goon Shows!,The Beatles,586,,Live At The BBC. Disk 2,"  But now, John has his work cut out on the next one As he takes his guitar on and off his neck and pulls the harmonica in and out of his face  Harp. It's a harp  What? Harp?  The harp. Because I'm playing the harp on this one  Playing the harp?  Harmonica I play on ""Love Me Do,"" harp, on this one, little goes in the orange  But it goes in and out? Do you want to do this announcement? Well, go on, you go ahead, no, it's all right. Tell them. Tell them about the next song  Oh, er, we'd like to carry on with Chuck Berry's ""I Got to Find My Baby"" Don't know where she's been, pardon, hello? Love these goon shows"
Love You To,The Beatles,586,"{'year': 1966, 'month': 8, 'day': 5}",Revolver,"  Each day just goes so fast I turn around, it's past You don't get time to hang a sign on me  Love me while you can Before I'm a dead old man  A lifetime is so short A new one can't be bought But what you've got means such a lot to me  Make love all day long Make love singing songs   Make love all day long Make love singing songs
 There's people standing round Who'll screw you in the ground They'll fill you in with all their sins you'll see  I'll make love to you If you want me to "
"Lucille (Live at the BBC for “Saturday Club” / 5th October, 1963)",The Beatles,586,"{'year': 1963, 'month': 10, 'day': 3}",Live At The BBC, Ah Lucille Baby do your sister's will Ah Lucille Baby do your sister's will Well you went up and married But I love you still  Ah Lucille Baby satisfy my soul Ah Lucille Baby satisfy my soul Well you know I love baby I'll never let you go Babe I woke up this morning Lucille was not inside I asked her friends about her But all their lips were tight Lucille Please come back where you belong Well I'm talking to you baby I'll never put you on Aaaah! Wah!
Lucy in the Sky with Diamonds,The Beatles,586,"{'year': 1967, 'month': 5, 'day': 26}",Sgt. Pepper’s Lonely Hearts Club Band," Picture yourself in a boat on a river With tangerine trees and marmalade skies Somebody calls you, you answer quite slowly A girl with kaleidoscope eyes  Cellophane flowers of yellow and green Towering over your head Look for the girl with the sun in her eyes And she's gone  Lucy in the sky with diamonds Lucy in the sky with diamonds Lucy in the sky with diamonds Ahh  Follow her down to a bridge by a fountain Where rocking horse people eat marshmallow pies Everyone smiles as you drift past the flowers That grow so incredibly high  Newspaper taxis appear on the shore Waiting to take you away Climb in the back with your head in the clouds And you're gone
 Lucy in the sky with diamonds Lucy in the sky with diamonds Lucy in the sky with diamonds Ahh  Picture yourself on a train in a station With plasticine porters with looking glass ties Suddenly, someone is there at the turnstile The girl with kaleidoscope eyes  Lucy in the sky with diamonds Lucy in the sky with diamonds Lucy in the sky with diamonds Ahh Lucy in the sky with diamonds Lucy in the sky with diamonds Lucy in the sky with diamonds Ahh Lucy in the sky with diamonds Lucy in the sky with diamonds Lucy in the sky with diamonds Ahh"
Madman,The Beatles,586,,,"Well, don't you know that there's a Madman-a-comin' gonna do you no harm He's wearin' pink pajamas and he lives on a farm Oh, he's got to get somewhere to Go and be so happy on his own Every Place you go he loathes Every Place you go he loathes Every Place you go he loathes Every Place you go he loathes"
Maggie Mae,The Beatles,586,"{'year': 1970, 'month': 5, 'day': 8}",Let It Be," Oh, dirty Maggie Mae, they have taken her away And she never walk down Lime Street anymore Oh, the judge he guilty found her for robbing a homeward bounder That dirty no good robbing Maggie Mae This is a part of Liverpool, they returned me to Two pounds ten a week, that was my pay"
Maggie Mae / Fancy My Chances With You (Mono),The Beatles,586,"{'year': 2021, 'month': 10, 'day': 15}",Let It Be (Super Deluxe Edition)," Oh, dirty Maggie Mae They have taken her away And she never walk down Lime Street anymore Oh, the judge he guilty found her For robbing a homeward bounder That dirty no good robbing, Maggie Mae Take it, Maggie  Oh, fancy me chances with you A-Fancy me chances with you A-Fancy me chances Well, a-fancy me chances, oh Fancy me chances with you Fancy me chances at the loch Fancy me chances with yer crock Fancy me chances A-fancy me chances, oh Fancy mе chances with you Ooh, fancy me chances with you A-Fancy mе chances with you A-Fancy me chances Well, a-fancy me chances Fancy me chances with you"
Magical Mystery Tour,The Beatles,586,"{'year': 1967, 'month': 11, 'day': 27}",Magical Mystery Tour," (Roll up, roll up For the Magical Mystery Tour! Step right this way!)  Roll up, roll up for the mystery tour Roll up, roll up for the mystery tour Roll up (And that's an invitation) Roll up for the mystery tour Roll up (To make a reservation) Roll up for the mystery tour  The magical mystery tour Is waiting to take you away Waiting to take you away  Roll up, roll up for the mystery tour Roll up, roll up for the mystery tour Roll up (We've got everything you need) Roll up for the mystery tour Roll up (Satisfaction guaranteed) Roll up for the mystery tour
 The magical mystery tour Is hoping to take you away Hoping to take you away  A mystery trip  Ah... the Magical Mystery Tour Roll up Roll up for the mystery tour Roll up (And that's an invitation) Roll up for the mystery tour Roll up (To make a reservation) Roll up for the mystery tour  The magical mystery tour Is coming to take you away Coming to take you away The magical mystery tour Is dying to take you away Dying to take you away Take you today"
"Mailman, Bring Me No More Blues",The Beatles,586,,Anthology 3," She wrote me only one sad night Told me she's no longer mine Sue sue mailman, that will do for sometime   Mailman, bring me no more blues Mailman, bring me no more blues One more heartache is all I can use"
Man Behind The Beatles — Brian Epstein,The Beatles,586,"{'year': 1964, 'month': 11, 'day': 23}",The Beatles’ Story,"This is the reason why Beatlemania was ready to serve to the world; into the musical Liverpool cauldron, where the basic Beatle ingredients of excitement, sound, movement, freshness—cooked over the bubbling waters of the Mersey river—it was Brian Epstein stirring the brew, adding from time to time the dash of professional seasoning. Drawing on his own theatrical education, Epstein, the Beatle manager, was able to take the admittedly scruffy quartet, and act as both an objective mirror and business guide. How Epstein and The Beatles joined forces is another chapter in this living legend. Epstein, at the youthful age of 27, had rejected the temptations of a career in theater to enter the family business in Liverpool. Despite an almost life-long yearning for theater and a formal education which included study at the royal academy of dramatic art in London, he decided to employ his creative talents and boundless energy in the business world, where the chances of financial security were considerably greater than theater. Although his personal tastes were somewhat sophisticated, Brian Epstein found the business of selling pop music records so financially rewarding that he decided he'd better immerse himself in the pop music world; which, strangely enough, was focusing its beams on Liverpool, and the Mersey Beat, successor to both the European skiffle and American rock, were popular. So down the cobblestone streets of Liverpool's storied beat generation section went Epstein, with dress and manner genteel. He reportedly projected a feeling of confusion the first time he was confronted by The Beatles. But on subsequent trips, his demeanor changed. And when Brian Epstein finally made a personal decision to manage The Beatles, it was a decision which would affect the musical history of the world..."
Man Behind The Music — George Martin,The Beatles,586,"{'year': 1964, 'month': 11, 'day': 23}",The Beatles’ Story," Narrator: That's the sound that's rocked the music world, and, in that world, music or jukeboxes which are equipped to accept coins in return for recorded Beatle entertainment, feel the metallic waterfall of dimes, quarters, shillings, marks, pesos, francs, lyra, yen, and other forms of national coin. And from the back of burro-driven ox-carts in remote sections of Latin America, to plush, air-conditioned, ultra-modern record emporiums of the continent, eager hands reach for each new Beatle record. Worldwide record sales reportedly have already exceeded the 30-million mark. Why? Why, indeed. Certainly a key factor is Beatle manager Brian Epstein, who found the long-haired version of Aladdin's lamp in a Liverpool cellar. But there's still one more man who's played a key role in this amazing Beatles story. He certainly doesn't look like a genie. But, on the other hand, he doesn't necessarily look like an oboe player who once conducted classical music, either. But he was just that. His name: George Martin. He selects the music; the material. And the success of The Beatles is a commentary on George Martin's ability. While the formula for Beatlemania was being sampled on the continent, America's first exposure to The Beatles came in short bursts from small record companies unable to marshal the promotional kickoff needed to properly introduce the young singers to America. That's when Capitol Records decided to take over distribution and planned a full-scale, coast-to-coast masterplan, and The Beatles then had the winning combination to meet America..."
Martha My Dear,The Beatles,586,"{'year': 1968, 'month': 11, 'day': 22}",The Beatles (White Album),"  Martha, my dear Though I spend my days in conversation Please, remember me Martha, my love Don't forget me Martha, my dear  Hold your head up, you silly girl Look what you've done When you find yourself in the thick of it Help yourself to a bit of what is all around you Silly girl  Take a good look around you Take a good look, you're bound to see That you and me were meant to be for each other Silly girl   Hold your hand out, you silly girl See what you've done When you find yourself in the thick of it Help yourself to a bit of what is all around you Silly girl
 Martha, my dear You have always been my inspiration Please, be good to me Martha, my love Don't forget me Martha, my dear"
Matchbox,The Beatles,586,"{'year': 1964, 'month': 6, 'day': 19}",Something New,"{Intro} I said I'm sittin' here watchin' Matchbox hole in my clothes I said I'm sittin' here wonderin' Matchbox hole in my clothes I ain't got no matches but I sure Got a long way to go I'm an ole poor boy, and I'm a Long way from home I'm an ole poor boy, and I'm a Long way from home I've never been happy cause everything I Ever did was wrong Well, if you don't want my peaches, honey Please don't shake my tree If you don't want any of those peaches honey Please don't mess around my tree I got news for you baby Leave me here in misery Alright! {Bridge}
Well, let me be your little dog Till your big dog comes Let me be your little dog Till your big dog comes And when your big dog gets here Watch how your puppy dog runs Well, I said I'm sittin' here watchin' Matchbox hole in my clothes I said I'm sittin' here watchin' Matchbox hole in my clothes I ain't got no matches but I sure Got a long way to go"
